answer_question,store_name,buying_amount,sentiment_score,d1,d2,text,cluster,cluster_name,month,x,y,sentiment_label,request
家電売場の一何とかさん。中年女性の接客態度が、非常に悪い。よく、あんな店員を雇っていて平気でいられると、つくづく感じた。おたくは、一体どういう社員教育をしているのか、品位が疑われる,MEGAドン・キホーテUNY 横浜大口店,3700.0,0.3011845725271747,-49.145226,1.7510617,家電売場の一何とかさん。中年女性の接客態度が、非常に悪い。よく、あんな店員を雇っていて平気でいられると、つくづく感じた。おたくは、一体どういう社員教育をしているのか、品位が疑われる,55,,8,4,9,Null,Null
主菜になる和惣菜の種類を増やして欲しい。肉じゃが、サバ味噌煮、豚角煮等。,MEGAドン・キホーテUNY 横浜大口店,1310.0,0.833016700774195,-8.796504,-52.3419,主菜になる和惣菜の種類を増やして欲しい。肉じゃが、サバ味噌煮、豚角煮等。,6,惣菜クラスター,9,9,6,Null,Null
以前～馬油シャンプー購入したんですが販売してください！お願いします。,MEGAドン・キホーテUNY 横浜大口店,947.0,0.3202391382165337,14.415686,-62.259872,以前～馬油シャンプー購入したんですが販売してください！お願いします。,38,馬油シャンプークラスター,8,4,5,Null,Null
店員の中村さんについて一言申し上げます 客に対する対応ができていませんめんどくさそうに対応してくるのが気に触ります しっかり 指導してください改善ができていなければ私も黙ってはいませんよ,MEGAドン・キホーテUNY 横浜大口店,569.0,0.6220296278077829,-48.31614,8.026732,店員の中村さんについて一言申し上げます 客に対する対応ができていませんめんどくさそうに対応してくるのが気に触ります しっかり 指導してください改善ができていなければ私も黙ってはいませんよ,55,,6,7,6,Null,Null
若い従業員はすごく雑すぎる,MEGAドン・キホーテUNY 横浜大口店,4430.0,0.2701906137158815,-48.92501,5.0819407,若い従業員はすごく雑すぎる,55,,9,4,4,Null,Null
レジの古梶さんの対応が良かった。,MEGAドン・キホーテUNY 横浜大口店,2205.0,0.0964750765818961,-64.892395,9.092671,レジの古梶さんの対応が良かった。,64,スムーズレジクラスター,5,4,4,Null,Null
豆豆腐が売切れだったので補充して欲しい。,MEGAドン・キホーテUNY 横浜大口店,1520.0,0.3565984657340384,-16.351334,-39.413315,豆豆腐が売切れだったので補充して欲しい。,25,クラスター名str,6,7,8,Null,Null
日本酒の種類を増やして,MEGAドン・キホーテUNY 横浜大口店,3300.0,0.8642056164141957,-10.969396,-57.23644,日本酒の種類を増やして,10,酒類クラスター,8,4,8,Null,Null
椎茸スナック菓子の少量版が欲しい,MEGAドン・キホーテUNY 横浜大口店,2215.0,0.0980435695197576,-6.62489,-57.128437,椎茸スナック菓子の少量版が欲しい,10,酒類クラスター,7,6,7,Null,Null
日常品をもっと安く提供してください,MEGAドン・キホーテUNY 横浜大口店,1265.0,0.1103860922062246,12.920658,-54.016083,日常品をもっと安く提供してください,34,値引きクラスター,4,5,4,Null,Null
日常品をもっと安く提供してください,MEGAドン・キホーテUNY 横浜大口店,1340.0,0.8213271872798449,12.920658,-54.016083,日常品をもっと安く提供してください,34,値引きクラスター,6,8,9,Null,Null
日常品をもっと安く提供してください,MEGAドン・キホーテUNY 横浜大口店,1135.0,0.089427281351561,12.920658,-54.016083,日常品をもっと安く提供してください,34,値引きクラスター,4,5,6,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1025.0,0.1368454717775082,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,8,7,9,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1860.0,0.2995099258880089,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,5,6,4,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1015.0,0.2396796759916553,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,9,7,7,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1640.0,0.3652125272714726,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,7,7,7,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1305.0,0.4788005918141506,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,4,4,9,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1620.0,0.5479142919166453,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,8,4,6,Null,Null
佐藤さんの対応が良いです。,MEGAドン・キホーテUNY 横浜大口店,1070.0,0.9963960401780614,-52.88942,25.316484,佐藤さんの対応が良いです。,46,スタッフ対応クラスター,5,7,9,Null,Null
セルフレジの導入,MEGAドン・キホーテUNY 横浜大口店,13750.0,0.5202919512687358,-32.047523,26.61064,セルフレジの導入,53,セルフレジクラスター,8,4,4,Null,Null
地下のレジが混むので、混まない日時に少量買いしている。徒歩客なので,MEGAドン・キホーテUNY 横浜大口店,1055.0,0.145397511946472,-11.49302,-22.045647,地下のレジが混むので、混まない日時に少量買いしている。徒歩客なので,20,食品クラスター,8,9,8,Null,Null
親切な方が多いと思います。,MEGAドン・キホーテUNY 横浜大口店,1565.0,0.0401399463875014,-54.076015,17.728354,親切な方が多いと思います。,58,従業員対応クラスター,8,6,8,Null,Null
品切れが多いです。,MEGAドン・キホーテUNY 横浜大口店,2155.0,0.5221495571249991,-22.308254,-32.22896,品切れが多いです。,25,クラスター名str,6,8,9,Null,Null
駐輪場に買い物カートがあって通行の邪魔だった。お客のマナーの問題ですが。,MEGAドン・キホーテUNY 横浜大口店,2500.0,0.553389592489664,-41.15283,-13.7352,駐輪場に買い物カートがあって通行の邪魔だった。お客のマナーの問題ですが。,73,nameの例,6,4,7,Null,Null
ここでしか買えないものがあるから。韓国カップラーメン買い忘れたのでまた行きます,MEGAドン・キホーテUNY 横浜大口店,3350.0,0.5904532770316174,-13.9180355,-38.80821,ここでしか買えないものがあるから。韓国カップラーメン買い忘れたのでまた行きます,25,クラスター名str,7,9,8,Null,Null
以前あった場所からかなり移動して、リピートしてる商品を探すのが大変だった,MEGAドン・キホーテUNY 横浜大口店,1490.0,0.5068396491478566,-42.712704,-31.048777,以前あった場所からかなり移動して、リピートしてる商品を探すのが大変だった,80,スーパーマーケットクラスター,6,7,7,Null,Null
従業員さん、仕事の指示などはお客さんに聞こえないように話して欲しい。,MEGAドン・キホーテUNY 横浜大口店,1935.0,0.3657101899437486,-46.01126,5.7426634,従業員さん、仕事の指示などはお客さんに聞こえないように話して欲しい。,55,,9,4,4,Null,Null
ノンオイルのツナ缶がありうれしかったです。,MEGAドン・キホーテUNY 横浜大口店,2240.0,0.3942956607855836,4.812748,-65.67364,ノンオイルのツナ缶がありうれしかったです。,35,食品クラスター,8,5,4,Null,Null
食品レジがいつもの混んでいます,MEGAドン・キホーテUNY 横浜大口店,13185.0,0.9106786915991733,-62.66614,-21.96975,食品レジがいつもの混んでいます,65,スムーズレジクラスター,4,7,8,Null,Null
今日のレジ担当者は感じが良かった。,MEGAドン・キホーテUNY 横浜大口店,3660.0,0.1829454485918337,-62.962864,12.056419,今日のレジ担当者は感じが良かった。,57,従業員対応クラスター,8,9,6,Null,Null
機会があれば行きたいが、レジ待ちで通路の分空けていたのに、そこから横入りされて、そのままレジをする店員にも、客にも不快感を感じてしまったから。,MEGAドン・キホーテUNY 横浜大口店,1085.0,0.2423359871969529,-61.664894,-8.269411,機会があれば行きたいが、レジ待ちで通路の分空けていたのに、そこから横入りされて、そのままレジをする店員にも、客にも不快感を感じてしまったから。,68,スムーズレジクラスター,5,5,7,Null,Null
今までのドンキ会計の中で、一番スムーズなレジ対応でした,MEGAドン・キホーテUNY 横浜大口店,1075.0,0.3444468010843093,-63.56381,17.75417,今までのドンキ会計の中で、一番スムーズなレジ対応でした,57,従業員対応クラスター,9,8,6,Null,Null
ミックスチーズを安くして,MEGAドン・キホーテUNY 横浜大口店,2950.0,0.2403316714839254,10.017829,-48.766098,ミックスチーズを安くして,32,食品クラスター,5,4,7,Null,Null
セルフレジが難しい,MEGAドン・キホーテUNY 横浜大口店,941.0,0.6521549666233469,-32.971676,26.498928,セルフレジが難しい,53,セルフレジクラスター,4,9,8,Null,Null
味の素の『中華だし』を取り扱わなくなったのが残念。ド商品も魅力的ですが定番商品は置いて欲しいです。,MEGAドン・キホーテUNY 横浜大口店,1070.0,0.4052390412359067,-15.511504,-42.95977,味の素の『中華だし』を取り扱わなくなったのが残念。ド商品も魅力的ですが定番商品は置いて欲しいです。,25,クラスター名str,4,7,6,Null,Null
アプリのタイムラインで火曜得市の広告を見れますが、その広告を拡大できるようにしてほしいです。,MEGAドン・キホーテUNY 横浜大口店,1365.0,0.5840511190896236,-17.114279,-20.348824,アプリのタイムラインで火曜得市の広告を見れますが、その広告を拡大できるようにしてほしいです。,26,食品クラスター,6,9,5,Null,Null
アルバイト店員の態度は悪いが、商品の品数は豊富です。,MEGAドン・キホーテUNY 横浜大口店,1430.0,0.1827197049137648,-11.195962,-25.338097,アルバイト店員の態度は悪いが、商品の品数は豊富です。,20,食品クラスター,6,4,7,Null,Null
レジのピアが感じが良かった,MEGAドン・キホーテUNY 横浜大口店,2415.0,0.0926636832674604,-66.671135,10.179568,レジのピアが感じが良かった,64,スムーズレジクラスター,7,9,8,Null,Null
以前販売されていた、三重県産あおさ（298円、ほてい水産）が最近販売されてないので、常時置いてほしいです。,MEGAドン・キホーテUNY 横浜大口店,1145.0,0.0326718525676897,-16.706854,-42.348957,以前販売されていた、三重県産あおさ（298円、ほてい水産）が最近販売されてないので、常時置いてほしいです。,25,クラスター名str,4,6,8,Null,Null
本マグロ鉄火巻2本￥398の横に5本入り、然しラベルが2本￥398と全く同じラベル、これは朗らかに間違いだろうと近くにいた店員に声を掛けたら、話を聞く訳でもなく「売場が違うので!」お店にとっても問題だろうと声掛けしたのに、こちらは担当違いなど分かりません！,MEGAドン・キホーテUNY 横浜大口店,6320.0,0.917585967720398,-50.95326,-26.946878,本マグロ鉄火巻2本￥398の横に5本入り、然しラベルが2本￥398と全く同じラベル、これは朗らかに間違いだろうと近くにいた店員に声を掛けたら、話を聞く訳でもなく「売場が違うので!」お店にとっても問題だろうと声掛けしたのに、こちらは担当違いなど分かりません！,77,レジ誤表示クラスター,8,8,7,Null,Null
レシート確認しましたところ、レジ間違いがありました。2個購入した商品がありましたが、違う商品で2個のカウントがされてました。次回来店時に、一応お伝えしたいと思います。,MEGAドン・キホーテUNY 横浜大口店,2475.0,0.8820038340500005,-51.94493,-25.959719,レシート確認しましたところ、レジ間違いがありました。2個購入した商品がありましたが、違う商品で2個のカウントがされてました。次回来店時に、一応お伝えしたいと思います。,78,レジ誤表示クラスター,7,8,4,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1755.0,0.3677780651955483,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,4,8,9,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1280.0,0.8515327699837516,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,6,7,7,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1215.0,0.5723183318300125,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,5,9,8,Null,Null
肉エリアの前にある「安いコーナー」がいつも何あるか楽しみです。,MEGAドン・キホーテUNY 横浜大口店,6165.0,0.4257784179896211,13.470858,-31.618607,肉エリアの前にある「安いコーナー」がいつも何あるか楽しみです。,42,お肉クラスター,5,5,5,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1025.0,0.1368454717775082,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,9,5,7,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1860.0,0.2995099258880089,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,6,9,6,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1015.0,0.2396796759916553,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,6,9,6,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1640.0,0.3652125272714726,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,4,9,4,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1305.0,0.4788005918141506,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,8,5,7,Null,Null
馬油シャンプー販売お願いします。,MEGAドン・キホーテUNY 横浜大口店,1620.0,0.5479142919166453,13.523958,-63.214245,馬油シャンプー販売お願いします。,38,馬油シャンプークラスター,6,5,6,Null,Null
パンが安い日を作ってほしいです。,MEGAドン・キホーテUNY 横浜大口店,2070.0,0.1099448440972443,8.744786,-37.188015,パンが安い日を作ってほしいです。,43,食品クラスター,4,8,6,Null,Null
パンを安くして下さい,MEGAドン・キホーテUNY 横浜大口店,743.0,0.3561424931766463,9.4653015,-36.797337,パンを安くして下さい,43,食品クラスター,5,5,4,Null,Null
従業員の方の対応が良いので,MEGAドン・キホーテUNY 横浜大口店,5415.0,0.4995897404031062,-50.493217,13.322473,従業員の方の対応が良いので,56,従業員対応クラスター,8,5,5,Null,Null
アプリで火曜得市の広告を見れますが、今日の広告は以前の広告が表示されていて…きちんと確認してほしいです。また、毎週水曜日はスマホレジで会計をしたら安く買える商品がありますが、先着なのでスマホレジでの会計機でしかその安く買えるか分からないので困ります。スマホレジでバーコードを読み取った時にでも、あと残り何個とか分かると買いやすいのになぁと思います。,MEGAドン・キホーテUNY 横浜大口店,578.0,0.1988100165132583,-17.740408,-19.19552,アプリで火曜得市の広告を見れますが、今日の広告は以前の広告が表示されていて…きちんと確認してほしいです。また、毎週水曜日はスマホレジで会計をしたら安く買える商品がありますが、先着なのでスマホレジでの会計機でしかその安く買えるか分からないので困ります。スマホレジでバーコードを読み取った時にでも、あと残り何個とか分かると買いやすいのになぁと思います。,26,食品クラスター,7,7,6,Null,Null
レジをやっていた、なかむらさんの応対が良かったです。,MEGAドン・キホーテUNY 横浜大口店,2980.0,0.5643347226420099,-64.84126,9.515185,レジをやっていた、なかむらさんの応対が良かったです。,64,スムーズレジクラスター,8,9,9,Null,Null
近隣にスーパーが3つあり使い分けているが、調味料も情熱価格で安いし、野菜や鮮魚も安いので、かなり重宝させてもらっています。,MEGAドン・キホーテUNY 横浜大口店,4045.0,0.1179799197128986,-6.331876,-27.787312,近隣にスーパーが3つあり使い分けているが、調味料も情熱価格で安いし、野菜や鮮魚も安いので、かなり重宝させてもらっています。,20,食品クラスター,5,5,4,Null,Null
レジの方の対応がとてもよかった,MEGAドン・キホーテUNY 横浜大口店,606.0,0.3301917671284173,-65.011314,8.350064,レジの方の対応がとてもよかった,64,スムーズレジクラスター,4,6,4,Null,Null
レジの方が新人さんなのか、丁寧過ぎて遅かった。丁寧なのは好感が持てる。もう少し丁寧に扱いつつスピードアップしてもらえるとありがたい。,MEGAドン・キホーテUNY 横浜大口店,1490.0,0.9271625239974152,-66.1932,1.7576694,レジの方が新人さんなのか、丁寧過ぎて遅かった。丁寧なのは好感が持てる。もう少し丁寧に扱いつつスピードアップしてもらえるとありがたい。,63,スムーズレジクラスター,4,9,6,Null,Null
メッツコーラの6本セットをおいて欲しい,MEGAドン・キホーテUNY 横浜大口店,2065.0,0.347466106759325,-15.9509945,-61.543026,メッツコーラの6本セットをおいて欲しい,9,,7,5,5,Null,Null
花の苗は、高いものは売れないので、しおれる前に値下げして欲しい。,MEGAドン・キホーテUNY 横浜大口店,2925.0,0.7970013484243577,0.21781085,-53.439053,花の苗は、高いものは売れないので、しおれる前に値下げして欲しい。,30,food_cluster,6,8,6,Null,Null
梅こんぶ茶が見つからずに帰ってきました。,MEGAドン・キホーテUNY 横浜大口店,2340.0,0.0539486207601331,-26.552391,-41.62404,梅こんぶ茶が見つからずに帰ってきました。,21,商品情報クラスター,8,8,8,Null,Null
いつもどのスタッフさんも親切です,MEGAドン・キホーテUNY 横浜大口店,1315.0,0.3683403946333764,-50.07105,16.80168,いつもどのスタッフさんも親切です,56,従業員対応クラスター,5,5,7,Null,Null
部屋干しOKフェイスタオルが無くなった？薄くて臭くなりにくいタオル増やして欲しい,MEGAドン・キホーテUNY 横浜大口店,1465.0,0.1517003226921321,-0.43663397,-44.767143,部屋干しOKフェイスタオルが無くなった？薄くて臭くなりにくいタオル増やして欲しい,5,値引きクラスター,6,6,5,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1755.0,0.3677780651955483,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,4,7,4,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1280.0,0.8515327699837516,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,5,9,4,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1215.0,0.5723183318300125,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,7,8,5,Null,Null
従業員が…売り場の事  把握して無い,MEGAドン・キホーテUNY 横浜大口店,11130.0,0.7232990068056978,-45.53689,2.5617127,従業員が…売り場の事  把握して無い,55,,6,4,9,Null,Null
従業員が…売り場の事  把握して無い,MEGAドン・キホーテUNY 横浜大口店,10800.0,0.1797037289603792,-45.53689,2.5617127,従業員が…売り場の事  把握して無い,55,,6,9,9,Null,Null
従業員が…売り場の事  把握して無い,MEGAドン・キホーテUNY 横浜大口店,11130.0,0.7232990068056978,-45.53689,2.5617127,従業員が…売り場の事  把握して無い,55,,8,4,8,Null,Null
従業員が…売り場の事  把握して無い,MEGAドン・キホーテUNY 横浜大口店,10800.0,0.1797037289603792,-45.53689,2.5617127,従業員が…売り場の事  把握して無い,55,,4,5,6,Null,Null
梅ごま塩を扱わなくなってしまったようなので、他の店行きます。,MEGAドン・キホーテUNY 横浜大口店,815.0,0.4835417215450595,-30.628706,-41.39558,梅ごま塩を扱わなくなってしまったようなので、他の店行きます。,22,food_cluster,6,6,8,Null,Null
子供の走れるサンダルを探したが無かった。,MEGAドン・キホーテUNY 横浜大口店,6410.0,0.8231363223100041,-27.204914,-18.947378,子供の走れるサンダルを探したが無かった。,84,品物陳列クラスター,8,4,8,Null,Null
カップ焼きそばが売切れだったので随時補充して欲しい。,MEGAドン・キホーテUNY 横浜大口店,1380.0,0.9283479808109256,-16.7822,-39.646557,カップ焼きそばが売切れだったので随時補充して欲しい。,25,クラスター名str,5,8,5,Null,Null
レジ近くの100円、200円コーナーを作るのならもっと商品が分かりやすくしてほしいです。,MEGAドン・キホーテUNY 横浜大口店,589.0,0.0011774454656301,-5.483446,-41.168873,レジ近くの100円、200円コーナーを作るのならもっと商品が分かりやすくしてほしいです。,13,選択肢クラスター,5,4,8,Null,Null
商品入れ替えなのか、再購入したいものが見つからず諦める時があります。場所移動しても、せめて同じジャンルの棚にはあって欲しい。帰りがけに全く関係ないコーナーで見かけてもまたレジに、とは思いません。,MEGAドン・キホーテUNY 横浜大口店,8370.0,0.4040802614084349,-42.784378,-28.425533,商品入れ替えなのか、再購入したいものが見つからず諦める時があります。場所移動しても、せめて同じジャンルの棚にはあって欲しい。帰りがけに全く関係ないコーナーで見かけてもまたレジに、とは思いません。,80,スーパーマーケットクラスター,5,4,6,Null,Null
サービスカウンターの従業員すごく感じがいい,MEGAドン・キホーテUNY 横浜大口店,1390.0,0.434693837485102,-51.789207,14.677893,サービスカウンターの従業員すごく感じがいい,56,従業員対応クラスター,4,8,9,Null,Null
今日のレジの女性は、精算すること時、籠を、カートの上に置いてくれました、、置いてくれると、精算後楽になります！,MEGAドン・キホーテUNY 横浜大口店,3845.0,0.5226936267322454,-49.336403,-12.530707,今日のレジの女性は、精算すること時、籠を、カートの上に置いてくれました、、置いてくれると、精算後楽になります！,75,カートの荷物対応クラスター,4,4,4,Null,Null
ザーサイキクラゲを復活して欲しいです。,MEGAドン・キホーテUNY 横浜大口店,3025.0,0.3535030526252832,-12.136749,-67.51671,ザーサイキクラゲを復活して欲しいです。,7,ドリンククラスター,8,8,6,Null,Null
ドマークあつめて応募、マークが小さすぎる。,MEGAドン・キホーテUNY 横浜大口店,753.0,0.6349739331936863,-15.2192955,-20.168432,ドマークあつめて応募、マークが小さすぎる。,26,食品クラスター,9,4,6,Null,Null
今日レジの方の接客が良かったから,MEGAドン・キホーテUNY 横浜大口店,1885.0,0.227818350617956,-63.702675,11.144818,今日レジの方の接客が良かったから,57,従業員対応クラスター,4,8,4,Null,Null
電気売り場の店員さん怖いからもう電気買わない,MEGAドン・キホーテUNY 横浜大口店,18035.0,0.1558270272266988,-47.505615,1.860063,電気売り場の店員さん怖いからもう電気買わない,55,,8,9,6,Null,Null
メッツコーラ6本セットを、売って欲しい,MEGAドン・キホーテUNY 横浜大口店,1770.0,0.4429549403495694,-15.932876,-61.416626,メッツコーラ6本セットを、売って欲しい,9,,6,6,5,Null,Null
最近セルフレジをつかっていますが、わからないときはお店の方が親切に対応してくれるので助かります。,MEGAドン・キホーテUNY 横浜大口店,1810.0,0.7798518604431948,-55.21785,9.254765,最近セルフレジをつかっていますが、わからないときはお店の方が親切に対応してくれるので助かります。,56,従業員対応クラスター,4,6,7,Null,Null
BOXティッシュ、トイレットペーパーを安くして欲しい,MEGAドン・キホーテUNY 横浜大口店,6360.0,0.4244134893506165,-5.9351473,-36.807575,BOXティッシュ、トイレットペーパーを安くして欲しい,12,トイレットペーパークラスター,5,6,9,Null,Null
従業員のキ◯◯さんが、テキパキして良かった。,MEGAドン・キホーテUNY 横浜大口店,1160.0,0.4735797586662227,-52.20211,13.0966425,従業員のキ◯◯さんが、テキパキして良かった。,56,従業員対応クラスター,4,4,5,Null,Null
レジで中国人の人の対応で、時間がかかり急いでいたのでちょっとイラッとした,MEGAドン・キホーテUNY 横浜大口店,696.0,0.55894303336147,-66.37826,6.2180805,レジで中国人の人の対応で、時間がかかり急いでいたのでちょっとイラッとした,64,スムーズレジクラスター,7,8,8,Null,Null
豆乳が20円値上がりしており、びっくりした??他店も上がるのか、ドンキさんだけ？,MEGAドン・キホーテUNY 横浜大口店,956.0,0.3637682829246201,15.071775,-44.3123,豆乳が20円値上がりしており、びっくりした??他店も上がるのか、ドンキさんだけ？,44,食品クラスター,5,9,5,Null,Null
従業員の 対応が 最悪  最低自分自身の売り場すら  把握して無い,MEGAドン・キホーテUNY 横浜大口店,631.0,0.3861944302648614,-45.650867,3.2445686,従業員の 対応が 最悪  最低自分自身の売り場すら  把握して無い,55,,6,5,9,Null,Null
メッツコーラ480mlの6本セットを売って欲しい,MEGAドン・キホーテUNY 横浜大口店,2320.0,0.0755579244435368,-15.8543415,-61.557808,メッツコーラ480mlの6本セットを売って欲しい,9,,8,6,8,Null,Null
対応が親切,MEGAドン・キホーテUNY 横浜大口店,727.0,0.772367112557732,-47.756084,22.386133,対応が親切,45,スタッフ対応クラスター,9,8,6,Null,Null
難しいとは思いますけど、情熱価格の商品の内容量変更は事前告知してほしいと思います。,MEGAドン・キホーテUNY 横浜大口店,749.0,0.5831056130130864,-1.4086763,-34.412716,難しいとは思いますけど、情熱価格の商品の内容量変更は事前告知してほしいと思います。,11,キャラクターグッズクラスター,4,4,7,Null,Null
安いお弁当を増やして下さい,MEGAドン・キホーテUNY 横浜大口店,1265.0,0.5274183451926577,-11.219859,-51.222794,安いお弁当を増やして下さい,6,惣菜クラスター,6,4,8,Null,Null
使い捨て立体マスクを安くして欲しい。,MEGAドン・キホーテUNY 横浜大口店,1730.0,0.0550977685228509,4.6975503,-47.113747,使い捨て立体マスクを安くして欲しい。,32,食品クラスター,9,4,4,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1755.0,0.3677780651955483,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,6,6,4,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1280.0,0.8515327699837516,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,6,7,8,Null,Null
馬油シャンプー販売してください！,MEGAドン・キホーテUNY 横浜大口店,1215.0,0.5723183318300125,14.631153,-63.975796,馬油シャンプー販売してください！,38,馬油シャンプークラスター,6,7,7,Null,Null
レジがスムーズで良かった,MEGAドン・キホーテUNY 横浜大口店,1845.0,0.8715391657045897,-69.17329,8.297022,レジがスムーズで良かった,64,スムーズレジクラスター,4,6,7,Null,Null
ビオレユーのボディーソープをまた安くしていただけたら嬉しいです,MEGAドン・キホーテUNY 横浜大口店,6860.0,0.6404901336752973,12.241518,-56.30817,ビオレユーのボディーソープをまた安くしていただけたら嬉しいです,33,ビオレユークラスター,7,5,7,Null,Null
レジかいつも速くて助かってます。,MEGAドン・キホーテUNY 横浜大口店,2725.0,0.5491147591600206,-70.44628,6.8441305,レジかいつも速くて助かってます。,64,スムーズレジクラスター,9,6,4,Null,Null
母の日ギフトを贈るのに、サービスカウンターに行きましたが、担当の吉野さんが、はぁーと言う感じでの対応。すごく感じが悪い。ドンキでギフト買うのやめようかと思う,MEGAドン・キホーテUNY 横浜大口店,2190.0,0.076079164404433,-50.348053,3.1445014,母の日ギフトを贈るのに、サービスカウンターに行きましたが、担当の吉野さんが、はぁーと言う感じでの対応。すごく感じが悪い。ドンキでギフト買うのやめようかと思う,55,,6,5,9,Null,Null
馬油シャンプー販売してください,MEGAドン・キホーテUNY 横浜大口店,1420.0,0.7968192821590279,13.789203,-64.4429,馬油シャンプー販売してください,38,馬油シャンプークラスター,4,9,5,Null,Null
間違えて購入し、商品を交換。担当の太った女性が、すごく早口で、感じが悪い。ベテランかもしれないけど、まくしたてる言い方は良くないのでは？,MEGAドン・キホーテUNY 横浜大口店,3290.0,0.7313434230313086,-50.38306,1.7241559,間違えて購入し、商品を交換。担当の太った女性が、すごく早口で、感じが悪い。ベテランかもしれないけど、まくしたてる言い方は良くないのでは？,55,,8,5,5,Null,Null
強風の1日でしたが、駐輪場は自転車が倒れたまま放置され、店内には暇そうにしておられる従業員の方々がそれぞれの場所において談笑されていました。この店大丈夫ですか？,MEGAドン・キホーテUNY 横浜大口店,4985.0,0.7474053169185089,-39.866737,-11.121848,強風の1日でしたが、駐輪場は自転車が倒れたまま放置され、店内には暇そうにしておられる従業員の方々がそれぞれの場所において談笑されていました。この店大丈夫ですか？,73,nameの例,4,6,5,Null,Null
惣菜類を安くしてほしい！,MEGAドン・キホーテUNY 横浜大口店,3300.0,0.8622475434523241,-3.741261,-52.652943,惣菜類を安くしてほしい！,5,値引きクラスター,9,6,9,Null,Null
瓶詰めの日本酒を増やして下さい,MEGAドン・キホーテUNY 横浜大口店,730.0,0.7524784484961543,-10.607926,-58.567646,瓶詰めの日本酒を増やして下さい,10,酒類クラスター,8,4,8,Null,Null
失効ポイントに丁寧に説明をして頂きました普段期限をさほど気にしてなかったので今日は良いスタッフさんで助かりました,MEGAドン・キホーテUNY 横浜大口店,6635.0,0.6561836853438736,-36.243004,16.422071,失効ポイントに丁寧に説明をして頂きました普段期限をさほど気にしてなかったので今日は良いスタッフさんで助かりました,51,マジカポイントクラスター,8,4,8,Null,Null
佐藤さんの対応は安心感があり会計後、利用していたカートにカゴを乗せてくださり助かりました。ありがとうございました。,MEGAドン・キホーテUNY 横浜大口店,1370.0,0.5161665250814405,-46.48125,-12.447924,佐藤さんの対応は安心感があり会計後、利用していたカートにカゴを乗せてくださり助かりました。ありがとうございました。,75,カートの荷物対応クラスター,5,7,6,Null,Null
