text,label
9／16夕方17時前後にお買い物をさせて頂きました 欲しい商品が安くて嬉しかったです ついでに色々と購入してレジに並んでいました 私の前に並んでた方がアンパンマンのDVDのような物を購入したところ店員さんがシールを貼る時に一言、アンパンマンのパッケージの邪魔をしない位置に貼っておきますねー！と言っていた事に驚きました 私の番になり生理用品や歯磨き粉を買ったら、無料の見えない袋があるのでそれにまとめて入れておきましょうか？と、笑顔で入れてもらいました 今まで何度も利用していますがその対応をした従業員は初めてでした 必ずそのサービスをして欲しいと言うわけではありませんが、そう言う何気ない配慮のできる従業員がいる事が嬉しく思いますし、安心して買い物ができるなぁ と率直に思いました その従業員の人にこれからもお仕事を続けてくださいね と伝えて欲しいです 。,1
浜の町店はクーポンの種類が少ないように思います。,0
まだ商品の場所が慣れてなくて、何ヶ所か定員さんに尋ねました みなさん商品の場所まで丁寧に案内してくれました 自宅からは多少距離がありますが、定員さんの接客の良さ、商品の安さ、これからはこちらでお買い物します 。,1
既に販売してるのを見つけられなかったのかも知れませんが炭酸シャンプーを取り扱って欲しいです 。,1
特にありません 。,2
レジ袋が穴が空きやすく再利用できなくてエコじゃない。,0
商品を探すのが楽しい。,1
3ヵ所しかレジが開いてなくて何処も5人位並んでいた 少ししてから他のレジが開いたが もう少し速い対応をしてほしい 。,0
冷凍塩ホルモン置いてほしいです。,1
ジョージアのオリジナル缶コーヒーが無いので置いて欲しい 。,1
レジの店員さんがとっても優しかったので気持ちよく買い物が出来ました ありがとうございました 。,1
カートの台数を増やして下さい 。,1
フルグラのクーポンが以前の50円引きになると嬉しいです！。,1
よかった。,1
値札が見えない商品や付いていない商品が多数あるのが不便です。,0
書いすぎて台車で運ぶとれじーの女性が出てきて荷物を精算機の横に乗せてくれてうれしです 。,1
とても良い。,1
いつもありがとうございます新しい仮面ライダーのおもちゃももっとあれば助かります。,1
駐輪場を作ってほしい。,1
ない。,2
いつも言ってるけどスタッフ対応態度悪い！。,0
当たらなーい 。,2
品だしの従業員さんまで、あいさつ徹底されていました 。,1
駐車場にゴミやペットボトルが落ちてて、停めにくかった 。,0
見ている前にダンポールがつんであったのですが、よけてくれたので、見やすかったです 。,1
以前お店にあった日本製のマスクを扱ってほしい 1000円以下の商品です 。,1
女性の店員さんは皆、対応良いです。,1
商品を整列している従業員が通路をふさいでいて通行するのにとても邪魔です 。,0
商品を探すのが楽しい。,1
買い物をしてドンペンシールを他のクーポンと同じく押してレジに行って精算したのに渡してくれなかったので言ったら、シールは、レジで言ってから押さないとダメだと言われ気が悪い それなら、クーポンと同じ所に入れないで欲しい 話し方が偉そうだったので嫌な気分 普通に言えば良いのに、、、残念。,0
レジの人親切で対応が良かったです。,1
店員さんの姿を見かけることが少なかった。,0
箱入りのアイスがどれもイオンやハローズより高い。,0
肉や魚をもっと安くして欲しい。,1
サプリメント を、安くして欲しい。,1
対応良かった。,1
スニーカーの売り場が2箇所もあってうろうろしてしまいました 年配者には難しい 。,2
特にありません 。,2
対応良きでした！。,1
牛乳を安くしてほしいです 。,0
クーポンを2個、並びで押したはずが、最初に押したクーポンが反映されず、押す前の状態に戻っていた 店員さんは値引き処理しますと言ってくれましたが、面倒なので20円引きはあきらめました 次回から、クーポン押さなくてもバーコードで自動的に値引きするようにしてください それと、店内の電波状況が悪いのが反映され無かった原因だと思います 電波状況の改善も合わせてお願い致します 。,0
接客は良いです 。,1
かなりレジが混雑しているのに、レジが2台しか稼働してなくて、待ち時間が長かった また、タバコの配置と番号がわかりにくい IQOSのセンティアクリアシルバーが、他のセンティアの上に置かれていて、番号をと言われても、どの番号を言っていいのかわからない 。,0
従業員の女性(レジ)の対応が良かった。,1
雑になりますが、買い物かごに入れる事は可能です と、店員さんが手際よく入れて下さいました 。,1
クーポン獲得しても商品がない！残念。,0
品出しが追いついていなかったです。,0
マスク越しで聴こえづらいかもしれないけれど、「えっ？」の聞き返しは、販売員としてはどうかと思いました 9月15日15時頃で新人マークを着けていました 。,2
レジの担当者が親切、丁寧な対応で良かった‼️。,1
全対的に安いから良い!。,1
めぐミルクのアカディを入れて欲しいです。,1
レジの最近よく見るおばさん、声が聞こえなさすぎる はきがないというか… 隣のレジの人は、ちょい若くて、レジも早くハキハキしてた 並ぶとこ間違えた 。,2
肉や魚を買ったとき、レジを通したあとビニールに入れてくれる店員さんはいなかった 最近は入れてくれる店員さんがいるので、私的には助かります 。,1
レジの方の印象がとても良かったです 明るい方で少し待ちましたが、気持ちよくお会計も出来て満足です また来ます！。,1
パルムのアイスを買って、すぐに車に戻って食べようとしたら棒が抜けてドロドロだった せっかく楽しみにしていたのに残念 温度管理はどうなっているのか 。,0
セルフレジはなかなかなれないです。,2
何度も表示価格とレジ価格が違うと言わせてもらってます 今日も違いました 情熱価格プリマハム皮なしウインナーが198円と表示されていたので購入させていただきました 今日はその場で気付けず、夜にレシート見たら定価の239円 また違ってたんだ…とショックでした 前に知らない男性がお前のとこは詐欺ばかりやないか！店長呼べと怒鳴っているのを目撃しました こんなに何度も表示価格とレジ価格が違われると本当に詐欺なんじゃないかと思ってしまいます ちゃんとレジの価格を変更してほしいです 宜しくお願い致します 店員さんの対応はいつもよいです 。,0
早朝で空いてたので良かったです。,1
携帯アプリをすぐ反応できない新人レジも居る 画面が暗いと、文句を言われた 。,0
オキシクリーン安くしてほしい。,1
マジカ更新したら使いづらく、バーコード決済もシンプル過ぎて何ですかっとなった 更新しなければ良かったです。,0
ジャーに入った、皮つきカシューナッツを以前に安く買えて、とても美味しかったので、またぜひお取り扱いお願いいたします！。,1
旅行先で、初めて入った店舗ですが、駐車場の入り方がわかりづらかった。,2
栗の安いのが沢山欲しい。,1
商品を雑に扱われたので残念でした。,0
米を安くしてほしい。,1
名前を見なかったが！会計時の対応が感じよかった また探していた品物の場所を聞いたら、わざわざその場所まで案内してくれた スタッフの方の接遇が素晴らしいと思いました 。,1
商品の場所を聞いても言葉が分からない外国人が多い 。,2
9月15日午後3時頃、東海通店とにかくひどかった 。,0
丁寧な接客対応。,1
鮭の切り身10切れセット、安くて定期購入していたのに無くなってしまって悲しいです……復活して欲しいです。,0
学生アルバイトが黙々と仕事をしており頑張っているなと思います 。,1
駐車場割引を他店プラスで受けられることを教えてくれた 感謝です。,1
需要と供給追いつかないのはわかるけど、できれば品切れをなくしてほしい せっかく買いに来たのにお目当ての物が品切れだと萎えます 。,0
カゴとカートの片付けしてくれるのは助かります。,1
アイス高い。,0
次回から従業員さんのお名前見るようにして、感じの良い方発表します 今日の方は、少々ぶっきらぼうでした 。,0
クーポンが定員オーバーで使えなく、残念だった。,0
電子マネーの取り扱いが増えるとうれしいです 。,1
テスターと場所と商品の場所がいつも違う！確認するのも大変なので改善して欲しい 。,0
すれ違う店員さんが無愛想でした 深夜で疲れが溜まっていたのでしょう、いつもお店を利用させて頂いているため、忙しくて疲れが抜けていないのだろうなと思い、大変申し訳ない気持ちになりました また利用させて頂きます 。,2
こちらの確認不足ですが…レジにて、電子マネーは使えません と言われたまではよかったが、会計後にも「IC交通系の電子マネーはご利用出来ません 」と必要以上に言われた感じがする どう思われたか分かりませんが、「申し訳ございません、その電子マネーはご利用出来ません 」だけでよくないですか 丁寧な口調な方でしたが、申し訳ございません などの言葉はなく、なんで知らないの？という感じが見て取れましたので…ちょっと残念です 。,0
2リットルのペットボトル入りの水や緑茶で1本の値段がかなり安い商品が業務スーパーさんやサンデイさんにはあるので、ドン・キホーテさんにもあるといいなと思います 。,1
9月1日くらいですが、パルムマルチのクーポン券があったので使おうとしたら、商品が無かったので在庫は置いといてほしい それを目当てで買いに来てるのにないのは困ります 。,0
こたにやって人、シュークリームなどバーコードを通したあと、逆さに置くし、雑に重ねるし、潰れる いちいち言わなくてもサービス業でしたら配慮できる事ではないでしょうか？。,0
アイスの冷凍温度もう少し下げて欲しいです 買ってすぐ食べてるのにすでに溶けてて困ります 毎回です 。,0
特に無い。,2
サービスカウンターの対応が丁寧だった。,1
店内位置替えでわかりにくくなった。,0
いつもチーパスの有無を聞いてくれてありがたい。,1
サムライウーマンのシリーズ増やして欲しいです 。,1
クーポン取得した商品の場所が分かり難い時があります 店員さんに聞きたくても店員さんが見つからず、クーポン利用を諦めてしまう事があります 。,0
有料になってるので、買い物ビニル袋を少し厚いのにしてほしい 角のあるものなどでよく破けるので 。,0
満足です 品揃えが豊富で不満はありません 。,1
私がいつも飲んでいるお酒が゛安くてしかもオマケ付き ゛と連絡を貰ったから、仕事帰りにかけつけました オマケ（チップスター）が付いてなくてガッカリでした 。,0
ドンキホーテの食品は大きい物が多い 。,2
会計の際、お釣りの五千円札を、千円札に両替してもらいました 。,2
おいしい牛乳のクーポン復活してください！。,1
朝早かったためレジに店員さんがいなかったのですが、しっかりみてくださってるから、大きな声ですぐ行きまーすと言ってもらいました 気持ち良い接客でありがたいし嬉しか。,1
一人者の為カット果物などの少量の商品を増やして欲しい できればブドウとか梨とか桃が食べたいのですが一人だとなかなか手を出せないです 。,1
評判になってたシイタケ美味しくなかった というか私の口に合わなかった 袋が大きくなかなか終わらず、結局煮物に入れました …美味しく頂きました 。,2
いつも丁寧に接客していただいている 。,1
トイレが汚い店は全体が汚い トイレの換気扇見てみろ。,0
トイレを綺麗にしてほしいです。,1
レジ袋が、やぶれやすいです。,0
通路が広くなり買いやすくなったレジの上に「開いてます」はわかりやすい。,1
お肉が好きで良く購入しています 量も多いし、お値段もお得ですしとても助かりますたまに、お肉が臭い時があるので、バラツキを無くして欲しいです 。,2
特にありません 。,2
豆乳が入っているパック、テトラパックの回収をしてくれたら嬉しいです 資源なのに捨てられていて残念です 。,1
レジもスムーズでした。,1
フィラのTシャツをそろそろ安くして欲しい 。,0
ポイントが全然当たりません。,0
レジを多く開けてほしい。,1
全体的に価格を値下げしてください 。,0
こたにやって人、レジ業務から外してほしい 。,0
いつも気持ちの良いレジ対応に感謝しています。,1
クイックペイで、支払い10%引きで、ありがたい。,1
自転車なので空気入れを用意してほしい 。,1
キレートレモンを安くしてほしい 。,1
カートは、いつも整理されてます レジの方も、顔確認しています。,1
食品売場の生鮮品がもっとバリエーションがあればと思います 一人飯だと　例えば精肉は小パックでも多いくらい また、鮮魚は冷凍のみならば銀ダラやカラスカレイぜひ入れてほしい 。,1
キレットレモンの6本セットが、いつも売り切れていて困る 。,0
先週買った大袋の梨、傷んだものが入っていました 商品管理を徹底してください 。,0
カラーコンタクトが2箱で980円などよくカラコンを買うのでとても良かったです！！従業員さんの対応が少し冷たい気がしました。,2
食品のレジの『K』さん（名札に書いてありました）私の顔をちゃんと見て『いつもご利用ありがとうございます』と丁寧に笑顔で挨拶してくれました とても感じの良くテキパキして商品も丁寧に扱ってくれました まだ若いのに素晴らしい対応でした 買い物して気持ちよく帰れるのって最高に気持ち良いです 又買い物に来ます 。,1
週2~3でお弁当を作るのでおかずの冷凍食品を増やして欲しい 。,1
以前、リッツのチーズサンドがいつも在庫切れだとアンケートに上げたら、最近はいつも購入できて嬉しいです 対応していただきありがとうございます 物価高の昨今、お買い得な商品が多いドンキに助けられています 今後も良心的な価格設定をお願いします 。,1
消費期限が近いものが特に安くなっていて それに出会えたらラッキー とってもお得 。,1
レジの方の対応がとても良かったです 。,1
花王のキッチンハイターを購入したかったのだが、ドンキホーテオリジナル商品の情熱価格のキッチンブリーチしか置かれていなかった また花王のキッチンハイターも置いて欲しい 。,0
更新されたアプリが使いにくい 使いにく更新するってどういうこと？。,0
ドンキさんはどこのお店の人も優しいです 。,1
店員さんは親切ですが商品について聞きたいことがあつてもだれもいなくて探すのに時間がかかります 店員を増やしてほしい 又野菜類が他の店に比べると値段が高いと思います 。,0
店に置いてある、割引クーポン券がとれる機械ですが、夕方いくと、何もチケットがなくていつもがっかりです 枚数増やしてください 。,0
訪問時の店員さんはいつもみんな親切な方ばかりです 。,1
急いでいる時に探している商品が移動していると見付けにくいです 。,2
検査キットが欲しくてmajicaに強制的に登録させられ、折角だから、５%offのクーポン使いたくて初めてクーポン使うし定員に声かけてって書いてあったから聞いたらバーコードの画面で良いですって言われ、レシート見たら５%offはされてなくて他のクーポンは何個か使えてた クーポンの機能事態も使いにくいけど、定員の対応もめんどくさそうだし、スキャンした後のカゴに物を入れるのも雑でバッテリーに関しては、投げた？って思う入れ方で凄く不愉快でした クーポンの使用方法の改善も検討お願いします 。,0
店舗によって取扱品が変わる 。,2
皆さん、優しいですよ 。,1
変わらず。,2
ラーメンの麺を買いに行ったらなかったです。,0
駐車場もとても綺麗で使いやすいです！。,1
SDガンダム以外のガンプラ入荷希望。,2
ビールがもうすぐ値上げするのでレジの前に置いてもらって助かります 。,2
アプリのデジタルクーポンの先着数をもっと増やして欲しいです 。,2
レジのAさんの対応はとても良かった 。,1
売れ筋の商品打ち出しして欲しい。,2
丸美屋の三食ふりかけを置いて欲しいです 。,2
欲しい商品の場所を店員さんに尋ねたら、一緒に探してくれた 見当たらなかった時に「申し訳ありません」と丁寧に対応してくれた 。,1
前のお客さんが、クーポンが使えないとか言っていて1点の買い物なのにすごく待たされた。,0
駐車場の警備員がクソ態度悪い,0
やしたてビザが食べたいです 。,2
入り口を広くしてほしいです。,2
特になし と言いたいところですが、気の利いたラインナップとニベアのデカ缶、またよろしくお願いします。,1
このくじ、ほんとに当たらない。,0
初めて行きましたがいい意味で倉庫みたいな雰囲気があり、安いんだろうなという空気が出ていてまたそれを裏切らない価格だったので良かったです 。,1
すれ違うのがギリギリ。,2
お昼時間なのにレジが3ヵ所しか開いてなくて、どこも前に8人位ならんでいました！。,0
2階のトイレの個室電気つけて下さい 暗くて一階に戻りました 。,0
ナシ。,2
視力増加の眼鏡、1400円位の、計5本買ったが、質が悪くて、フレームの下が、亀裂が入って同じ場所が、壊れた 値段相応だが、もう少し値段が高くても、レンズのズレも無く、耐久性がある同じ見た目のものがあると、助かります ^_^。,0
エゴマの葉を置いて欲しいです。,1
新ゴボウを安くお願いします。,1
パスコのチョコパイという菓子パンを入荷して欲しいです 。,1
レジの店員さんが、ニコニコしてます！。,1
いつも通りの客対応でした 。,2
きのう、アップデートしてQRコードからバーコードになったようだが、従業員を呼んでも解決しなかった また左の端末の紙切れで使用不可だったが、上記対応で従業員の人を呼んで見てもらった際に端末を絶対見てるのにすぐに対応せず使用不可のままだった ・9：10ごろに行ってすでに平日のAM限定の安価の卵が買えなかった スマホで予約をできるのは分かるが、足を運んでいる客も大事にした方がよいのでは？・品出しの嵐でけっこうじゃま 従業員がたくさんいるのにすいませんの一言もない 。,0
気持ちよく買い物させていただいておりますが、買い物の導線、特に平和島はとても悪くなりました 迷います ドンキファンでいろんな全国各地の中でも平和島は最悪です 改善お願いします。,0
混んでいた 凄く配達多いですね 。,2
クラフトボスのまとめ売り6本の値段が表示されていない 。,2
昼間のカラコン売り場の女性陣は本当に態度が悪過ぎます 私が会計している間も従業員の方を向いて話し続け、ありがとうございました、もなし ものを渡す時も片手 タメ口 毎回驚きます 通販だと遅かったり支払いが面倒なので仕方なく言ってますが-しかし、先日夜カラコンを買いに行ったら男性が会計をしてくれたのですが、とても丁寧でした ありがとうございました 。,2
お買い物はもちろんのこと、レジの対応もてきぱきと気持ちよく、お店に行くのが楽しいです 。,1
豆腐と牛乳がいつも安くて嬉しい PB商品の種類が増えて、嬉しいです いつも楽しみに来店しています 。,1
レジの方が笑顔でとても優しく対応してくださりました ありがとうございます ボディーソープ系やヘア系が安いと嬉しいです 。,1
トイレ近くのサンリオコーナーがトイレ臭い、商品に臭いがつく 。,0
値札に（お一人様1点まで）の商品で、安く書いてあったので買って、家に帰ってレシートを見たら安くなってなかった 安くなってたから買ったのにショックだった ちゃんと値段の把握をして欲しいです 。,0
Tシャツが欲しいと思ったのだけれど、どこを見たら良いか良くわからなかった 。,2
よかった。,1
食品が充実しているのに最近気づいたので、もっと利用しようと思っています 。,1
レジのHさん丁寧な接客でした。,1
レシートに、買ってない商品が載っています 同じ商品を5個買いましたが3個はその商品の名前で、1つは餃子の皮で、もう1つは別の物と一緒に合わせて2個となっていました 個数と値段は、変わらないので、そのままでかまいませんが、どう考えても変でしょう?値下げ商品でシールを貼る時の操作がどうなのか、わかりませんが、ラーメン買ったのに、餃子の皮って、おかしいでしょ なんて、適当なのか?。,0
怪しい人に間違われた 残念です 。,0
レジが一台しか稼働していなかった 。,0
レジ対応は丁寧です クーポンが終わっているものをまだプライス橫に付けていることが何度かあります 値段が違うこともあり、訂正の対応は丁寧なのですが時間はかかるのでプライスの確認をよろしくお願いいたします 。,2
レジは常時2ヶ所開放してください 。,2
クーポンの商品がなかったが、在庫を探しに行ってくれた 結局購入はできなかったが、親切だった 。,1
何年か前に買った洗濯ネットが欲しかったので来店したが、なかった 品揃えが全然なかった 。,0
袋が取りづらい。,0
ロイズ売って欲しい！！。,1
全体的に前より高くなったから安くしてほしい。,0
今回も割引券を利用できてなくって会計やり直し度々あるので困る。,0
ドリンクの種類を増やしてくださいね。,1
以前、レジ会計時に男性店員さんにとても不愉快な対応をされたことがありました ですが、最近、レジが女性店員さんになり、毎回、とても気持ちの良い対応をしてもらっています ほんの少しの心配りで、気持ち良く買い物を済ませることができます いつもありがとうございます ご苦労様です 。,1
リケンのノンオイルドレッシング、おろしを安くして欲しいです！。,1
食料品売り場のレジの従業員さんは手際の良い方が多くて助かります。,1
商品が多いのはとても有難く便利なのですが、まだ慣れないせいか調味料とかのへんが、何度も行ったり来たりで、まだ把握できていません、本当商品の多いのには、驚いています 。,1
クレカなどの会計の際サインが必要なことがあっていちいち係員に来てもらってサインすると言う流れでしたがもっとスムーズにできたら良いと思いました 。,2
名前は分かりませんが早い対応をしてくれました。,1
郵便局クーポンこれからも続けて下さい 。,1
白髪交じりの男の人　背高め？体格いい方いつもレジの対応が　あまり良くないです無愛想で　いい気はしません　女性の方はパートかな？基本的に　対応は　ふつうにしてくれてます。,0
いつもレジがいっぱいなので、もっとレジを開けてもらうかセルフレジがあるといい。,2
店の都合なのか、その店員だけなのか上から目線で「これ、こうしないと困るのよ」と注意された 「次からは気を付けて」って すごくイヤな日になった 。,0
いつも通りの対応でした 。,1
レジの担当の方が大変丁寧で嬉しかったです あとトイレが大変綺麗でした 。,1
レジが混雑している時はヘルプが来てくれると良いと思います お客さんがイライラしていて店員さんが可哀想 。,2
【国産　おろし大根　４袋入  ¥100】【菅原冷蔵　広野工場　9:00~17:00土日祝日は除く　0234-92-3131】←販売を検討して下さい…。,2
べつに無し。,2
良く服を見るのが楽しくて見ますが･･･可愛い服とか大人っぽい服とか、サイズが無くて諦めたりします 女性用でXLとかあってくれると娘と双子コーデが楽しめたりするのに･･･って思います！夢が叶う日が来て欲しいです 。,1
レジのNさんに丁寧な対応してもらいました 。,1
買い物カゴの積み上げが高くて高齢の小柄な方は届かないことが多い もう少し考えて配置お願いします 。,0
駐輪場が酷い。,0
とても優しい従業員さんで丁寧な接客でした 。,1
1個しか買っていない商品を2個買った事になっていて、返金処理して貰いましたが、今後気を付けてください 。,2
同じ事を何度も言いますが、品出しをしているスタッフの方の指導は、どうなっているのでしょう？箱を通路に広げて、どかそうともしない挨拶もしない、そのような指導をしているのですか？不愉快です 。,0
皆さん親切丁寧です。,1
何時に行っても、欠品している商品がある 例えば、ポテチとか 在庫が無いのか、並べる気が無いのか、はっきりして欲しい 。,0
クーポンあるのに商品がない。,0
レジを打ちながら、他の従業員さんと電話で話してみえたので、電話を後にできない程、急用だったのかなぁと思いました 。,2
チラシ以外の特売品は、お得感が増すし、何があるかの楽しみも増すので、これからもどんどんお願いします 。,1
店員さんはいつもみんな親切で丁寧です 。,1
久しぶりに来店しましたがリニューアルされていて商品も見やすくなっていて前より店内が通りやすく広く感じました 。,1
奥のレジベテランスタッフさんの誘導の声掛けが、レジ前の棚で死角で見えないから凄く助かります majicaクーポン使えて便利だけど会計レジのチャージに時間かかり過ぎて前後の方が待ってパターン 事前にチャージできる機械を設置して欲しいです。,2
照明が明るすぎて疲れた 。,0
ペット用品増やして欲しい。,1
レジ待ち改善。,0
店の出入り口の傾斜が少しキツくて、カートの運びに無理がある。,0
店内がスッキリして見やすくなりました 衣替えの時期なので、防虫剤と衣類ケース、３段、５段のをお願いだから安くしてほしいなあ。,1
携帯の電波が悪いので改善して欲しい。,0
特になし。,2
探している商品が見つけにくかった。,0
何回書いても治らないからいいです。,2
先日ピオーネを買いました 美味しかったです。,1
毛穴撫子シリーズを安くして欲しい。,0
商品の場所がわからず店員さんに聞くといつも感じ良く教えて下さるので感謝しています 洗剤など掃除用品や台所用品などよく買いますがスーパーやドラッグストアより安いのでとても助かっています。,1
キリンアリカリイオン水安くしてください。,0
たまに商品の場所が変わってわからなくなる時がある 場所が変わったら表示して欲しい 。,1
無し。,2
もっとクーポン充実してほしい。,1
レジスタッフさん、以前よりとてもいいです。,1
ボタニスト系商品を安くして下さい 。,1
丁寧 majicaの使い方に手間取っていたらサポートもしてくれて助かった。,1
レジの男性が 丁寧にチャージしたら2年有効 と説明してくれました ありがとうございました 。,1
どこに何があるかもう少しわかりやすくしてほしい。,1
オープン当初は、格安で買える食材かあったのですが、今は全然少ないです 。,0
特にない。,2
パン売り場のパンの種類をふやしてほしいです バケットをおいてください 。,1
缶ビールを安くしてほしい。,1
会員限定値引きの値札が見にくいものが多かったです。,0
レジのTTさんは丁寧で、空いてたらラッキー！と思って並びます 。,1
土日レジの混雑がきになる。,2
スナック菓子のポテトチップスが高いので安くしてほしい。,0
以前、六本木店でクリスマスツリーを購入したが、ツリーの幹や枝が折れていて、使い物にならなかった 残念！。,0
10時過ぎに来店平日だからなのか食肉コースは品数が少なく通路には箱が山積みいつもはこんな事なかったから今日は残念な感じでした。,0
核家族のため、豚肉や鶏肉など少量パック(50〜100ｇ位の使い切りサイズ位の量)の商品を、毎回店員さんにお願いしなくても良いように店側で店頭に置いて欲しい。,1
もう少し 障害者に 優しく できる まる買い物が できるようにしてください 。,1
花屋横の階段に2階にあがってる時に踊り場の壁にとても大きい蜘蛛がいてビックリしました 。,2
リニューアルして店の中が明るくなって、商品がゴチャゴチャしてなくて通路も広く買い物しやすくなったと感じました 。,1
シングルのトイレットペーパーを格安でお願いします。,2
特にない。,2
本を置いて下さい。,2
日本のお菓子だけは一階にしてほしい。,2
いいねっ！。,1
各レジ並びだと、前の人にアクシデントがあると並び続けなければならなくて、どんよりする事がたまにある 。,2
お手洗いは掃除はされているのですが、おそらく古いため、便器の周りの床がジワッと濡れていたり、何となく汚いなという感じがします 綺麗になって欲しいです 。,0
名前は分かりませんが、常連で顔を覚えてもらっていて、とても丁寧な接客です 。,1
レジ打ちの若い男性の態度が、あまりにもぶっきらぼうで、声も小さく聞き取り辛くて最悪でした クーポン対象の商品も、上限数がまだまだ沢山あったにも関わらず、棚に一つも陳列されていなくて、店員さんに確認したかったので、10分程探しましたが、誰も売り場にはいませんでした 久しぶりに嫌な気持ちで店を出ました 。,0
フライパンコーナー等の日用雑貨売場がとても見えづらい 特に１階は何がどこにあるのか分からない 。,0
レジの男性が親切。,1
2.2ミリの太麺パスタを入れて下さい 。,2
レジの人が親切で良かったです 。,1
言葉通じない中国人の態度がわるい。,0
私がたまたま行くドンキは、ややクールな対応の方が多い店舗だと感じます まだ、近くのピアゴ店舗の店員さんは、とても丁寧な接客、特に高齢者に親切なんだと観て思います 。,2
特にない。,2
一階レジ待ち、10人以上商品詰める場所が狭く待ったアルコール、炭酸一階に置いてほしい 重いからくじはじめて当たった。,2
今迄の駐輪場が駐車場になり、ここに自転車を置かないで下さいのついたてがありますが、かえって駐車場にすると危ないと思います 駐車場と駐車場の間に駐輪場ではなく今まで通り入って右側が駐輪場が良いと思います。,2
過剰接客、自分でやる 支払方法出来ると、言ってるのにやらしてくれ！やらしてくれ！。,0
売場の陳列が変わって見やすくなったと思います。,1
値段がわからない商品があって、そういうのをなくしていただけたら助かります。,2
前にレジが見習い店員みたいてクレカのmajica番号を読まずに会計されてポイントが付かなかった こちらも初めてクレカ使ったため決済すれば自動に付くと思っていた 今はスマホのmajica番号とクレカをそれぞれ読み込ましている 見習いのレジは指導者がいたほうがよい。,0
レジの方の対応がとても良かったです。,1
品出しの人がじゃま。,0
和泉中央店 今日暑かったですよ!!店内エアコンが切られてたのか、外と温度が同じでした ゆっくり商品を見たいのに汗出てゆっくりなんてしてられませんでした!!季節が進んだからエアコン切るのでは無く、その日の気温に合わせて欲しいです 皆が車で来るのでは無く、３０分以上運動を兼ねて歩いて行く客もいる事を考えてもらいたいです。,0
フンドーキン無添加合わせ味噌ビッグサイズを置いていただきたいです。,2
時々果物の値段が付いて無い時が有りました。,2
クーポン対象の商品を購入しようと思い探したがなかなか見つからなくて困った 手が届かないような高い場所にあったので購入するのを辞めた クーポン対象の商品は見つかりやすい場所に移動したり、各コーナーでクーポン対象の商品をまとめて置いたりしてみては見つけにくい。,0
レジに並んでいる際、店内チラシを見て、何処かを見ていたが、きちんと声を掛けてくれた。,1
私はドンキで買い物をするのが好きです なぜなら、常にプロモーションがあるからです レジの女の子、特にブロンドの髪の女の子が大好きです とても親切。,1
特になし。,2
食料品の値段を下げて欲しい 期限の近い商品の割引を増やして欲しい。,0
レジの対応は良かったです。,1
東洋水産ふっくら中華風おこわ298円を復活させて頂きたい。,0
玉子売り場が2箇所あるので１つにまとめてほしい。,0
今回のレジをしてくださった方は、以前商品のことを聞いた時も丁寧に対応してくださったので、嬉しく思いました。,1
いつも有難う御座います。,1
レジの並びが分かりにくかった。,0
お弁当がすぐ売り切れるので、もっと在庫を並べてほしい 。,1
特になし。,2
レジは人によって対応がかなり違いますね 年齢が上の方の方が丁寧な対応ができてると思います ー。,2
Eさん、何時もありがとう 。,1
アリエール除菌プラスが以前945g298円で売っていたが、ココ最近、増量してるのにも関わらず高くなってる 。,0
クーポンについて、詳しく教えてくれました 。,1
いつも　安いと思います。,1
アイスクリームをもっと安くして欲しい 。,1
駐車場の割引が2000円以上で1時間は高すぎる また出口も厚木街道に出にくく駐車場の中で渋滞していることがある 。,0
リステリン安く提供して欲しいです。,1
特になし。,2
弁当美味しい。,1
日本酒の種類を増やしてほしい 高知のお酒で船中八策を置いてほしいです！。,1
イワタニのカセットフータフまるを安くして欲しい。,1
なし。,2
いつもありがとうございます。,1
メガネ、ふっくらされている男性ですが、何時も心地良い対応をされます。,1
安売りの品の所に違う商品が入っていて、間違えて購入しそうになった 気になる商品があったが値段表示がなく購入しなかった。,2
対応が良かった。,1
ぞう菜を種類多く，魚売場質をもっとよくして値段ら高くても良いから。,1
16日にペイチャがつかえなかった（15日の深夜だからとのこと）。,0
クーポンの、醤油ラーメン、とんこつラーメン朝10時迄に来店するのですが、毎回欠品ばかり5回以上続いてるので、無いので有ればクーポンに掲載しないで 他の品物でかまんから、在庫確実に有る品物に転換して下さい 至急宜しくです。,0
混雑時にレジを全部解放して欲しい。,1
メガドンキ砺波で買い物した WiFiが繋がりにくい！いつになれば改善するのか！。,0
特に必要です 。,2
いつも、お掃除が行き届いていて、雨の日でも、床が、ピカピカで気持ちが良いですね。,1
量販店より、お酒の種類が少ない 。,0
空いて良かった。,1
接客があまり良くない みんなちょっと派手すぎる。,0
子供と行く事が多いので、通路がもう少し広かったらなぁと思います 。,1
この時期で真田、挨拶は、いらないです。,2
生ハムが、198円から238円になってからは買っていません よく行く食品スｰパーと価格が変わらなくなったからです 何故なのでしょうか？。,2
レジ対応良 今朝TVでドンキさんの特集を拝見しました さまざまな商品開発、興味深かったです フリーズドライ製法のものが多いようなので、こだわりお茶漬けを作ってみたらいかがでしょうか 。,1
情熱価格のシチリア産レモンの中栓が分別の際取れないので改良してほしい。,0
いつもきれいに掃除されている。,1
リステリンは？。,2
axeのボディースプレーの品揃えが少ないので、ゴールドウッドバニラ香を加えて欲しい 入荷すれば、必ず買います 。,1
楽しんでお買い物出来ました 。,1
