mail,sentiment,journey,category,product-category,service-category,store-category,is_request,is_invalid
スピードも良く、満足しています 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
狭くて歩きにくい。,NEGATIVE,['DURING'],['STORE'],[],[],['store equipment and shopping areas'],False,False
クーポンが良い 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
品数が少なくクーポンの商品がないことがある？。,NEUTRAL,['DURING'],"['PRODUCT', 'SERVICE']",[],[],[],True,False
レジが、よく混んでる。,NEGATIVE,['REGISTER'],['STORE'],[],[],[],False,False
皆さん親切丁寧です。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
レジに長く並ばなくていいのがいいけど、木曜にLINEクーポンがある事を知らなかったので、LINEクーポンありますよ！とか声かけてもらえたら嬉しいのになと思いました 。,NEUTRAL,['REGISTER'],['SERVICE'],[],[],[],True,False
電子決済できるようにしてほしい。,NEUTRAL,['REGISTER'],['SERVICE'],[],[],[],True,False
無料の袋を入れときますと先に言ってくれた 。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
サービスカウンターの方の対応が早くて助かります 。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
レジの人の対応が感じ良かったです！。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
ペプシ・コーラ1本108円1ケース8本だと800円と店内ポップに書いてありました 1ケース買ったにもかかわらずレシートを見ると864円と打たれてました 64円は返してもらえますか？。,NEGATIVE,['AFTER'],"['PRODUCT', 'SERVICE']","['food and drink', 'daily food']",[],[],True,False
ヤマザキのルバンロールを置いて欲しい。,POSITIVE,['DURING'],['PRODUCT'],['toy and variety'],[],[],True,False
レジのSさんよかった 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
結構並んでいたのにレジが2台しかあいてなく、お会計までに時間がかなりかかった 。,NEGATIVE,['REGISTER'],['STORE'],[],[],['store equipment and shopping areas'],False,False
お寿司が安くて美味しかったです 値上がりするばかりなので色々安いと助かります 。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
クーポンの商品のある場所がわかりにくく　探せなかったり、似た商品があると　パッと見　どれか迷うので　分かりやすくなると　嬉しいです 。,NEUTRAL,['DURING'],['SERVICE'],[],['coupons and discounts'],[],True,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
ドンペンシールのクーポンを保有してレジで買い物をしたら、店員に在庫が切れましたと言われました クーポン保有した分は確保して欲しかったです とても残念でした 。,NEGATIVE,['REGISTER'],['SERVICE'],[],"['customer service of store employees', 'coupons and discounts']",[],False,False
表示価格が違うことがあるのが困ります 安い時もあるし高い事もあるし高い時は表示価格に下げてくれることがあります なんだか申し訳ないです 。,NEUTRAL,['DURING'],['SERVICE'],[],['coupons and discounts'],[],False,False
商品がたくさんあって、探すのが大変‼️ただ、野菜の新鮮さがあまり無いのか、レタスは溶けかけてあったり、トマトを買いましたが、シワシワになっていたり、全部でないにしても、鮮度のよくない物は、安くして、回転を良くしないと、新しい物が陳列出来ずに、繰り返しになるのでは⁉️ドンキさんで、野菜の割引を見かけた事が無いので、悪くなったら、組替えて出してるの⁉️と、思ってしまいます。,NEUTRAL,['DURING'],"['SERVICE', 'STORE']",[],['coupons and discounts'],['store equipment and shopping areas'],True,False
賞味期限ギリギリでもいいので安くして欲しい。,POSITIVE,['DURING'],['SERVICE'],[],['coupons and discounts'],[],True,False
野菜を安くしてほしいです 。,POSITIVE,['DURING'],['PRODUCT'],['vegetable and fruits'],[],[],True,False
レジの方は素早い動きで気持ち良い。,POSITIVE,['REGISTER'],['SERVICE'],[],['cashier service'],[],False,False
店内にカートを置いてほしい。,POSITIVE,['DURING'],['STORE'],[],[],['shopping cart'],True,False
飲み物売り場が狭い 。,NEGATIVE,['DURING'],['STORE'],[],[],['aisle size'],False,False
店内外の通路が狭く、子供連れや杖をついた人は買い物籠を持って歩くのは危険だと思う 。,NEGATIVE,['DURING'],['STORE'],[],[],['aisle size'],False,False
9／16夕方17時前後にお買い物をさせて頂きました 欲しい商品が安くて嬉しかったです ついでに色々と購入してレジに並んでいました 私の前に並んでた方がアンパンマンのDVDのような物を購入したところ店員さんがシールを貼る時に一言、アンパンマンのパッケージの邪魔をしない位置に貼っておきますねー！と言っていた事に驚きました 私の番になり生理用品や歯磨き粉を買ったら、無料の見えない袋があるのでそれにまとめて入れておきましょうか？と、笑顔で入れてもらいました 今まで何度も利用していますがその対応をした従業員は初めてでした 必ずそのサービスをして欲しいと言うわけではありませんが、そう言う何気ない配慮のできる従業員がいる事が嬉しく思いますし、安心して買い物ができるなぁ と率直に思いました その従業員の人にこれからもお仕事を続けてくださいね と伝えて欲しいです 。,POSITIVE,['REGISTER'],['SERVICE'],[],['cashier service'],[],False,False
浜の町店はクーポンの種類が少ないように思います。,NEGATIVE,['DURING'],['SERVICE'],[],['coupon'],[],True,False
まだ商品の場所が慣れてなくて、何ヶ所か定員さんに尋ねました みなさん商品の場所まで丁寧に案内してくれました 自宅からは多少距離がありますが、定員さんの接客の良さ、商品の安さ、これからはこちらでお買い物します 。,POSITIVE,['DURING'],['SERVICE'],[],['cashier service'],[],False,False
既に販売してるのを見つけられなかったのかも知れませんが炭酸シャンプーを取り扱って欲しいです 。,POSITIVE,['DURING'],['PRODUCT'],['daily use items'],[],[],True,False
特にありません 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジ袋が穴が空きやすく再利用できなくてエコじゃない。,NEGATIVE,['REGISTER'],['STORE'],[],[],['displays/missing items'],False,False
商品を探すのが楽しい。,POSITIVE,['DURING'],['PRODUCT'],[],[],[],False,False
3ヵ所しかレジが開いてなくて何処も5人位並んでいた 少ししてから他のレジが開いたが もう少し速い対応をしてほしい 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['faster response'],[],True,False
冷凍塩ホルモン置いてほしいです。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
ジョージアのオリジナル缶コーヒーが無いので置いて欲しい 。,POSITIVE,['DURING'],['PRODUCT'],['food and drink'],[],[],True,False
レジの店員さんがとっても優しかったので気持ちよく買い物が出来ました ありがとうございました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['kindness of store employees'],[],False,False
カートの台数を増やして下さい 。,POSITIVE,['DURING'],['STORE'],[],[],['increase number of carts'],True,False
フルグラのクーポンが以前の50円引きになると嬉しいです！。,POSITIVE,['AFTER'],['SERVICE'],[],['coupons'],[],True,False
よかった。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
値札が見えない商品や付いていない商品が多数あるのが不便です。,NEGATIVE,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
書いすぎて台車で運ぶとれじーの女性が出てきて荷物を精算機の横に乗せてくれてうれしです 。,POSITIVE,"['DURING', 'REGISTER']",['SERVICE'],[],['customer service of store employees'],[],False,False
とても良い。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
いつもありがとうございます新しい仮面ライダーのおもちゃももっとあれば助かります。,POSITIVE,['UNCATEGORIZED'],['PRODUCT'],['toy and variety'],[],[],True,False
駐輪場を作ってほしい。,POSITIVE,['UNCATEGORIZED'],['STORE'],[],[],['store equipment and shopping areas'],True,False
ない。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
いつも言ってるけどスタッフ対応態度悪い！。,NEGATIVE,['UNCATEGORIZED'],['SERVICE'],[],['customer service of store employees'],[],False,False
当たらなーい 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
品だしの従業員さんまで、あいさつ徹底されていました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
駐車場にゴミやペットボトルが落ちてて、停めにくかった 。,NEGATIVE,['AFTER'],['STORE'],[],[],['store equipment and shopping areas'],False,False
見ている前にダンポールがつんであったのですが、よけてくれたので、見やすかったです 。,POSITIVE,['DURING'],['SERVICE'],[],['customer service of store employees'],[],False,False
以前お店にあった日本製のマスクを扱ってほしい 1000円以下の商品です 。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['daily use items'],[],[],True,False
女性の店員さんは皆、対応良いです。,POSITIVE,['DURING'],['SERVICE'],[],['customer service of store employees'],[],False,False
商品を整列している従業員が通路をふさいでいて通行するのにとても邪魔です 。,NEGATIVE,['DURING'],['STORE'],[],[],['store equipment and shopping areas'],False,False
商品を探すのが楽しい。,POSITIVE,['DURING'],['STORE'],[],[],['store equipment and shopping areas'],False,False
買い物をしてドンペンシールを他のクーポンと同じく押してレジに行って精算したのに渡してくれなかったので言ったら、シールは、レジで言ってから押さないとダメだと言われ気が悪い それなら、クーポンと同じ所に入れないで欲しい 話し方が偉そうだったので嫌な気分 普通に言えば良いのに、、、残念。,NEGATIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
レジの人親切で対応が良かったです。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
店員さんの姿を見かけることが少なかった。,NEGATIVE,['DURING'],['SERVICE'],[],['customer service of store employees'],[],False,False
箱入りのアイスがどれもイオンやハローズより高い。,NEGATIVE,['DURING'],['PRODUCT'],['daily use items'],[],[],False,False
肉や魚をもっと安くして欲しい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']","['fresh meat', 'fresh fish']",[],[],True,False
サプリメント を、安くして欲しい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['healthcare'],[],[],True,False
対応良かった。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
スニーカーの売り場が2箇所もあってうろうろしてしまいました 年配者には難しい 。,NEUTRAL,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
特にありません 。,NEUTRAL,['DURING'],['UNCATEGORIZED'],[],[],[],False,False
対応良きでした！。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
牛乳を安くしてほしいです 。,NEGATIVE,['DURING'],"['PRODUCT', 'SERVICE']",['daily food'],['discounts'],[],True,False
クーポンを2個、並びで押したはずが、最初に押したクーポンが反映されず、押す前の状態に戻っていた 店員さんは値引き処理しますと言ってくれましたが、面倒なので20円引きはあきらめました 次回から、クーポン押さなくてもバーコードで自動的に値引きするようにしてください それと、店内の電波状況が悪いのが反映され無かった原因だと思います 電波状況の改善も合わせてお願い致します 。,NEGATIVE,['REGISTER'],"['SERVICE', 'STORE']",[],['discounts'],['store equipment'],True,False
接客は良いです 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
かなりレジが混雑しているのに、レジが2台しか稼働してなくて、待ち時間が長かった また、タバコの配置と番号がわかりにくい IQOSのセンティアクリアシルバーが、他のセンティアの上に置かれていて、番号をと言われても、どの番号を言っていいのかわからない 。,NEGATIVE,['REGISTER'],['STORE'],[],[],['displays/missing items'],False,False
従業員の女性(レジ)の対応が良かった。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
雑になりますが、買い物かごに入れる事は可能です と、店員さんが手際よく入れて下さいました 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
クーポン獲得しても商品がない！残念。,NEGATIVE,['DURING'],['PRODUCT'],['daily use items'],[],[],False,False
品出しが追いついていなかったです。,NEGATIVE,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
マスク越しで聴こえづらいかもしれないけれど、「えっ？」の聞き返しは、販売員としてはどうかと思いました 9月15日15時頃で新人マークを着けていました 。,NEUTRAL,['DURING'],['SERVICE'],[],['customer service of store employees'],[],False,False
レジの担当者が親切、丁寧な対応で良かった‼️。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
全対的に安いから良い!。,POSITIVE,['DURING'],['PRODUCT'],['daily use items'],[],[],False,False
めぐミルクのアカディを入れて欲しいです。,POSITIVE,['DURING'],['PRODUCT'],['daily use items'],[],[],True,False
レジの最近よく見るおばさん、声が聞こえなさすぎる はきがないというか… 隣のレジの人は、ちょい若くて、レジも早くハキハキしてた 並ぶとこ間違えた 。,NEUTRAL,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
肉や魚を買ったとき、レジを通したあとビニールに入れてくれる店員さんはいなかった 最近は入れてくれる店員さんがいるので、私的には助かります 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
レジの方の印象がとても良かったです 明るい方で少し待ちましたが、気持ちよくお会計も出来て満足です また来ます！。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
パルムのアイスを買って、すぐに車に戻って食べようとしたら棒が抜けてドロドロだった せっかく楽しみにしていたのに残念 温度管理はどうなっているのか 。,NEGATIVE,['AFTER'],['PRODUCT'],['daily use items'],[],[],False,False
セルフレジはなかなかなれないです。,NEUTRAL,['DURING'],['STORE'],[],[],['self-checkout'],False,False
何度も表示価格とレジ価格が違うと言わせてもらってます 今日も違いました 情熱価格プリマハム皮なしウインナーが198円と表示されていたので購入させていただきました 今日はその場で気付けず、夜にレシート見たら定価の239円 また違ってたんだ…とショックでした 前に知らない男性がお前のとこは詐欺ばかりやないか！店長呼べと怒鳴っているのを目撃しました こんなに何度も表示価格とレジ価格が違われると本当に詐欺なんじゃないかと思ってしまいます ちゃんとレジの価格を変更してほしいです 宜しくお願い致します 店員さんの対応はいつもよいです 。,NEGATIVE,"['DURING', 'REGISTER']","['STORE', 'SERVICE']",[],['customer service of store employees'],['displays/missing items'],True,False
早朝で空いてたので良かったです。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
携帯アプリをすぐ反応できない新人レジも居る 画面が暗いと、文句を言われた 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['new employee'],['screen dark'],False,False
オキシクリーン安くしてほしい。,POSITIVE,['DURING'],['PRODUCT'],['car life'],[],[],True,False
マジカ更新したら使いづらく、バーコード決済もシンプル過ぎて何ですかっとなった 更新しなければ良かったです。,NEGATIVE,['DURING'],['SERVICE'],[],['Simplicity of Barcode Payment'],[],False,False
ジャーに入った、皮つきカシューナッツを以前に安く買えて、とても美味しかったので、またぜひお取り扱いお願いいたします！。,POSITIVE,['DURING'],['PRODUCT'],['snack and delicacy'],[],[],True,False
旅行先で、初めて入った店舗ですが、駐車場の入り方がわかりづらかった。,NEUTRAL,['DURING'],['STORE'],[],[],['parking'],False,False
栗の安いのが沢山欲しい。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
商品を雑に扱われたので残念でした。,NEGATIVE,['DURING'],['SERVICE'],[],[],[],False,False
米を安くしてほしい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['daily food'],[],[],True,False
名前を見なかったが！会計時の対応が感じよかった また探していた品物の場所を聞いたら、わざわざその場所まで案内してくれた スタッフの方の接遇が素晴らしいと思いました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
商品の場所を聞いても言葉が分からない外国人が多い 。,NEUTRAL,['DURING'],['SERVICE'],[],['customer service'],[],False,False
9月15日午後3時頃、東海通店とにかくひどかった 。,NEGATIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
丁寧な接客対応。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
鮭の切り身10切れセット、安くて定期購入していたのに無くなってしまって悲しいです……復活して欲しいです。,NEGATIVE,['DURING'],"['PRODUCT', 'REQUEST']",['fresh fish'],[],[],True,False
学生アルバイトが黙々と仕事をしており頑張っているなと思います 。,POSITIVE,['AFTER'],['SERVICE'],[],['customer service'],[],False,False
駐車場割引を他店プラスで受けられることを教えてくれた 感謝です。,POSITIVE,['AFTER'],['SERVICE'],[],['customer service'],[],False,False
需要と供給追いつかないのはわかるけど、できれば品切れをなくしてほしい せっかく買いに来たのにお目当ての物が品切れだと萎えます 。,NEGATIVE,['DURING'],"['STORE', 'REQUEST']",[],[],['displays/missing items'],True,False
カゴとカートの片付けしてくれるのは助かります。,POSITIVE,['AFTER'],['STORE'],[],[],['store equipment and shopping areas'],False,False
アイス高い。,NEGATIVE,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
次回から従業員さんのお名前見るようにして、感じの良い方発表します 今日の方は、少々ぶっきらぼうでした 。,NEGATIVE,['DURING'],['SERVICE'],[],['employee attitude'],[],False,False
クーポンが定員オーバーで使えなく、残念だった。,NEGATIVE,['DURING'],['SERVICE'],[],['coupon'],[],False,False
電子マネーの取り扱いが増えるとうれしいです 。,POSITIVE,['DURING'],['SERVICE'],[],['electronic money'],[],False,False
テスターと場所と商品の場所がいつも違う！確認するのも大変なので改善して欲しい 。,NEGATIVE,['DURING'],['STORE'],[],[],['display'],True,False
すれ違う店員さんが無愛想でした 深夜で疲れが溜まっていたのでしょう、いつもお店を利用させて頂いているため、忙しくて疲れが抜けていないのだろうなと思い、大変申し訳ない気持ちになりました また利用させて頂きます 。,NEUTRAL,['DURING'],['SERVICE'],[],['employee attitude'],[],False,False
こちらの確認不足ですが…レジにて、電子マネーは使えません と言われたまではよかったが、会計後にも「IC交通系の電子マネーはご利用出来ません 」と必要以上に言われた感じがする どう思われたか分かりませんが、「申し訳ございません、その電子マネーはご利用出来ません 」だけでよくないですか 丁寧な口調な方でしたが、申し訳ございません などの言葉はなく、なんで知らないの？という感じが見て取れましたので…ちょっと残念です 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['employee attitude'],[],False,False
2リットルのペットボトル入りの水や緑茶で1本の値段がかなり安い商品が業務スーパーさんやサンデイさんにはあるので、ドン・キホーテさんにもあるといいなと思います 。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
9月1日くらいですが、パルムマルチのクーポン券があったので使おうとしたら、商品が無かったので在庫は置いといてほしい それを目当てで買いに来てるのにないのは困ります 。,NEGATIVE,['DURING'],['SERVICE'],[],['coupon'],[],True,False
こたにやって人、シュークリームなどバーコードを通したあと、逆さに置くし、雑に重ねるし、潰れる いちいち言わなくてもサービス業でしたら配慮できる事ではないでしょうか？。,NEGATIVE,['DURING'],['SERVICE'],[],['employee attitude'],[],True,False
アイスの冷凍温度もう少し下げて欲しいです 買ってすぐ食べてるのにすでに溶けてて困ります 毎回です 。,NEGATIVE,['DURING'],['PRODUCT'],['toy and variety'],[],[],True,False
特に無い。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
サービスカウンターの対応が丁寧だった。,POSITIVE,['AFTER'],['SERVICE'],[],['customer service'],[],False,False
店内位置替えでわかりにくくなった。,NEGATIVE,['AFTER'],['STORE'],[],[],['displays/missing items'],False,False
いつもチーパスの有無を聞いてくれてありがたい。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
サムライウーマンのシリーズ増やして欲しいです 。,POSITIVE,['DURING'],['PRODUCT'],['toy and variety'],[],[],True,False
クーポン取得した商品の場所が分かり難い時があります 店員さんに聞きたくても店員さんが見つからず、クーポン利用を諦めてしまう事があります 。,NEGATIVE,"['DURING', 'AFTER']","['SERVICE', 'STORE']",[],['customer service'],['displays/missing items'],False,False
有料になってるので、買い物ビニル袋を少し厚いのにしてほしい 角のあるものなどでよく破けるので 。,NEGATIVE,['REGISTER'],['STORE'],[],[],['equipment and shopping areas'],True,False
満足です 品揃えが豊富で不満はありません 。,POSITIVE,['DURING'],['STORE'],[],[],['equipment and shopping areas'],False,False
私がいつも飲んでいるお酒が゛安くてしかもオマケ付き ゛と連絡を貰ったから、仕事帰りにかけつけました オマケ（チップスター）が付いてなくてガッカリでした 。,NEGATIVE,['AFTER'],['SERVICE'],[],['coupons and discounts'],[],False,False
ドンキホーテの食品は大きい物が多い 。,NEUTRAL,['DURING'],['PRODUCT'],"['car life', 'toy and variety', 'home electronics', 'smartphone parts', 'adult goods', 'party goods', 'beauty treatment device', 'interior decoration', 'home goods', 'carpenter tool', 'bicycle', 'bedding', 'protein and training', 'outdoor', 'future products', 'daily use items', 'healthcare', 'pet and garden', ""men's underwear"", 'fashion and bag', 'brand fashion', 'import', 'shoes', ""women’s and kid's underwear"", 'aroma', 'cosmetics', 'stationery', 'women’s fashion accessories', 'skin care', 'food and drink', 'daily food', 'liquor and wine', 'gift', 'snack and delicacy', 'side dish', 'fresh meat', 'vegetable and fruits', 'fresh fish']",[],[],False,False
会計の際、お釣りの五千円札を、千円札に両替してもらいました 。,NEUTRAL,['REGISTER'],['SERVICE'],[],['cashier'],[],False,False
おいしい牛乳のクーポン復活してください！。,POSITIVE,['AFTER'],"['SERVICE', 'PRODUCT']",['daily food'],['coupon'],[],True,False
朝早かったためレジに店員さんがいなかったのですが、しっかりみてくださってるから、大きな声ですぐ行きまーすと言ってもらいました 気持ち良い接客でありがたいし嬉しか。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
一人者の為カット果物などの少量の商品を増やして欲しい できればブドウとか梨とか桃が食べたいのですが一人だとなかなか手を出せないです 。,POSITIVE,['DURING'],['PRODUCT'],['vegetable and fruits'],[],[],True,False
評判になってたシイタケ美味しくなかった というか私の口に合わなかった 袋が大きくなかなか終わらず、結局煮物に入れました …美味しく頂きました 。,NEUTRAL,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
いつも丁寧に接客していただいている 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
トイレが汚い店は全体が汚い トイレの換気扇見てみろ。,NEGATIVE,['UNCATEGORIZED'],['STORE'],[],[],['toilet'],False,False
トイレを綺麗にしてほしいです。,POSITIVE,['AFTER'],"['SERVICE', 'STORE']",[],['cleanliness'],['toilet'],True,False
レジ袋が、やぶれやすいです。,NEGATIVE,['REGISTER'],['STORE'],[],[],['bag'],False,False
通路が広くなり買いやすくなったレジの上に「開いてます」はわかりやすい。,POSITIVE,['REGISTER'],['STORE'],[],[],['displays'],False,False
お肉が好きで良く購入しています 量も多いし、お値段もお得ですしとても助かりますたまに、お肉が臭い時があるので、バラツキを無くして欲しいです 。,NEUTRAL,['DURING'],['PRODUCT'],['fresh meat'],[],[],True,False
特にありません 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
豆乳が入っているパック、テトラパックの回収をしてくれたら嬉しいです 資源なのに捨てられていて残念です 。,POSITIVE,['AFTER'],['SERVICE'],[],['recycling'],[],True,False
レジもスムーズでした。,POSITIVE,['REGISTER'],['SERVICE'],[],['cashier'],[],False,False
フィラのTシャツをそろそろ安くして欲しい 。,NEGATIVE,['DURING'],['PRODUCT'],['brand fashion'],[],[],True,False
ポイントが全然当たりません。,NEGATIVE,['AFTER'],['SERVICE'],[],['coupons and discounts'],[],False,False
レジを多く開けてほしい。,POSITIVE,['REGISTER'],['STORE'],[],[],['cash register'],True,False
全体的に価格を値下げしてください 。,NEGATIVE,['DURING'],['PRODUCT'],[],[],[],True,False
こたにやって人、レジ業務から外してほしい 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['cashier'],[],True,False
いつも気持ちの良いレジ対応に感謝しています。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
クイックペイで、支払い10%引きで、ありがたい。,POSITIVE,['REGISTER'],['SERVICE'],[],['coupons and discounts'],[],False,False
自転車なので空気入れを用意してほしい 。,POSITIVE,['DURING'],['PRODUCT'],['bicycle'],[],[],True,False
キレートレモンを安くしてほしい 。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
カートは、いつも整理されてます レジの方も、顔確認しています。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
食品売場の生鮮品がもっとバリエーションがあればと思います 一人飯だと　例えば精肉は小パックでも多いくらい また、鮮魚は冷凍のみならば銀ダラやカラスカレイぜひ入れてほしい 。,POSITIVE,['DURING'],"['PRODUCT', 'STORE']","['daily food', 'fresh meat', 'fresh fish']",[],['displays/missing items'],True,False
キレットレモンの6本セットが、いつも売り切れていて困る 。,NEGATIVE,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
先週買った大袋の梨、傷んだものが入っていました 商品管理を徹底してください 。,NEGATIVE,['AFTER'],['PRODUCT'],['vegetable and fruits'],[],[],False,False
カラーコンタクトが2箱で980円などよくカラコンを買うのでとても良かったです！！従業員さんの対応が少し冷たい気がしました。,NEUTRAL,['REGISTER'],"['SERVICE', 'PRODUCT']",['daily use items'],['customer service of store employees'],[],False,False
食品のレジの『K』さん（名札に書いてありました）私の顔をちゃんと見て『いつもご利用ありがとうございます』と丁寧に笑顔で挨拶してくれました とても感じの良くテキパキして商品も丁寧に扱ってくれました まだ若いのに素晴らしい対応でした 買い物して気持ちよく帰れるのって最高に気持ち良いです 又買い物に来ます 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
週2~3でお弁当を作るのでおかずの冷凍食品を増やして欲しい 。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
以前、リッツのチーズサンドがいつも在庫切れだとアンケートに上げたら、最近はいつも購入できて嬉しいです 対応していただきありがとうございます 物価高の昨今、お買い得な商品が多いドンキに助けられています 今後も良心的な価格設定をお願いします 。,POSITIVE,['AFTER'],"['SERVICE', 'STORE']",[],[],['price setting'],True,False
消費期限が近いものが特に安くなっていて それに出会えたらラッキー とってもお得 。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
レジの方の対応がとても良かったです 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
花王のキッチンハイターを購入したかったのだが、ドンキホーテオリジナル商品の情熱価格のキッチンブリーチしか置かれていなかった また花王のキッチンハイターも置いて欲しい 。,NEGATIVE,['DURING'],"['PRODUCT', 'STORE']",['home goods'],[],['missing items'],True,False
更新されたアプリが使いにくい 使いにく更新するってどういうこと？。,NEGATIVE,['AFTER'],['SERVICE'],[],['customer service'],[],False,False
ドンキさんはどこのお店の人も優しいです 。,POSITIVE,['AFTER'],['SERVICE'],[],['customer service'],[],False,False
店員さんは親切ですが商品について聞きたいことがあつてもだれもいなくて探すのに時間がかかります 店員を増やしてほしい 又野菜類が他の店に比べると値段が高いと思います 。,NEGATIVE,['DURING'],"['SERVICE', 'STORE']",[],['customer service'],['price setting'],True,False
店に置いてある、割引クーポン券がとれる機械ですが、夕方いくと、何もチケットがなくていつもがっかりです 枚数増やしてください 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['coupons and discounts'],[],True,False
訪問時の店員さんはいつもみんな親切な方ばかりです 。,POSITIVE,['DURING'],['SERVICE'],[],['customer service'],[],False,False
急いでいる時に探している商品が移動していると見付けにくいです 。,NEUTRAL,['DURING'],['STORE'],[],[],['displays/missing items'],True,False
検査キットが欲しくてmajicaに強制的に登録させられ、折角だから、５%offのクーポン使いたくて初めてクーポン使うし定員に声かけてって書いてあったから聞いたらバーコードの画面で良いですって言われ、レシート見たら５%offはされてなくて他のクーポンは何個か使えてた クーポンの機能事態も使いにくいけど、定員の対応もめんどくさそうだし、スキャンした後のカゴに物を入れるのも雑でバッテリーに関しては、投げた？って思う入れ方で凄く不愉快でした クーポンの使用方法の改善も検討お願いします 。,NEGATIVE,['REGISTER'],"['SERVICE', 'STORE']",[],"['coupon usage', 'staff response']","['scanning', 'battery']",True,False
店舗によって取扱品が変わる 。,NEUTRAL,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
皆さん、優しいですよ 。,POSITIVE,['AFTER'],['SERVICE'],[],['staff response'],[],False,False
変わらず。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
ラーメンの麺を買いに行ったらなかったです。,NEGATIVE,['DURING'],['PRODUCT'],['daily food'],[],['displays/missing items'],False,False
