mail,sentiment,journey,category,product-category,service-category,store-category,is_request,is_invalid
天然水のお水が地下なので、1階にも置いてほしいですね お水が1階にないのは不思議です 。,NEUTRAL,['DURING'],['STORE'],[],[],['ディスプレイ/欠品'],True,False
栃尾の油揚げ置いて欲しいタレなし納豆も置いて欲しい。,NEUTRAL,['DURING'],['PRODUCT'],"['デイリー', '菓子・珍味']",[],[],True,False
エレベーター内の音楽のボリュームをもう少し下げてほしい。,NEGATIVE,['AFTER'],['STORE'],[],[],['設備とショッピングエリア'],True,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
今日はいいや。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジの人はいつも親切です。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
今日のレジの店員さん感じ良かったですょ。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
このページで応募するを押したあとのホームに戻るなどのボタンがないから戻るボタンで、１つづつ戻るになっている。,NEUTRAL,['AFTER'],['SERVICE'],[],[],[],True,False
ソーセージやベーコンとかのクーポンを増やしてほしいです 。,POSITIVE,['DURING'],"['SERVICE', 'PRODUCT']",['デイリー'],[],[],True,False
Eさんって方めっちゃ遅かった… 二つレジ空いてて私よりも後ろの人の方が会計終わるの早かった 生活用品、一つづつこれはこれは丁寧にちっちゃい袋に入れてくださりめちゃくちゃイライラしました 前も当たって最悪でした 。,NEGATIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
いつもお世話になっております。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジが混んでいると、数を増やしてくれるので助かります。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],True,False
すぐに聞ける店員さんが少ない気がします 。,NEUTRAL,['DURING'],['SERVICE'],[],[],[],False,False
今のまま品数豊富でお願いします。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],True,False
サービスカウンターの女性の方がよかった。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
みなさん対応は良い。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],[],[],False,False
きき湯を安くしてほしい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['デイリーグッズ'],[],[],True,False
挨拶しない従業員がいた。,NEGATIVE,['DURING'],['SERVICE'],[],['従業員の態度'],[],False,False
サラダの種類が減った 困る 店員さんはみんな親切です 。,NEUTRAL,['DURING'],"['PRODUCT', 'SERVICE']",['デイリー'],['従業員の態度'],[],False,False
日清焼きそばBIGUFOを販売して下さい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['デイリー'],[],[],True,False
週末でお客様がたくさんで混んでいましたが、レジ等はスムーズでした 。,POSITIVE,['REGISTER'],['SERVICE'],[],['レジ'],[],False,False
サービスカウンターの人材の配置が最悪 サービスに人がいなかったので呼び出しボタンを押したがなかなか、来なかった そのあと、ギフトの包装を頼んだが、すぐに包装してもらえなかった しばらく待っていたが他のお客さんを接客していた 時間がかかる場合は、先に言って欲しい 王道キムチがなくなっていた 復活させて欲しい 。,NEGATIVE,"['DURING', 'AFTER']","['SERVICE', 'PRODUCT', 'REQUEST']",['デイリー'],"['従業員の態度', 'ギフトラッピング']",[],True,False
商品が綺麗に並べられていた。,POSITIVE,['DURING'],['STORE'],[],[],['ディスプレイ'],False,False
冷凍パスタの宣伝メールをいい加減にやめてほしい 目障り そんなことしなくても定期的に買っている 送る対象を間違えている 。,NEGATIVE,['AFTER'],"['SERVICE', 'REQUEST']",['デイリー'],['プロモーション'],[],True,False
全てが良かった 。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジの人数増やした方がいいです。,POSITIVE,['REGISTER'],"['SERVICE', 'REQUEST']",[],['レジ'],[],True,False
言葉つうじない。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
特に無い。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
ドン・キホーテ宗像店は、出来たばかりでもあり、他の店舗よりも商品が見やすく分かりやすいです 宗像に出来てくれた事に、感謝しかありません これからも利用させて頂きます！。,POSITIVE,['AFTER'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
激辛冷麺、いつも品切れなので残念です 。,NEGATIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],False,False
買い物後にカゴの返却するのに一度店内に戻る形になるのですが荷物入れてるお客さんが居ると狭くて返却がしずらいかと言って他に返却に使えそうなスペースも無さそうだから仕方ない気もする。,NEUTRAL,['AFTER'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
手首を痛めているので、店員さんにカゴの移動をお願いしたら、笑顔で運んでくれ､とても感じ良かったです 。,POSITIVE,['AFTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
買い物カゴを沢山持ってかれているのかもしれないけどカゴを持って行かないでくださいって札のカゴにされるのが不愉快エコバック持っているか聞けば良いじゃん。,NEUTRAL,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
ありがとうございました。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
スピードも良く、満足しています 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
狭くて歩きにくい。,NEGATIVE,['DURING'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
クーポンが良い 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
品数が少なくクーポンの商品がないことがある？。,NEUTRAL,['DURING'],"['PRODUCT', 'SERVICE']",[],[],[],True,False
レジが、よく混んでる。,NEGATIVE,['REGISTER'],['STORE'],[],[],[],False,False
皆さん親切丁寧です。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
レジに長く並ばなくていいのがいいけど、木曜にLINEクーポンがある事を知らなかったので、LINEクーポンありますよ！とか声かけてもらえたら嬉しいのになと思いました 。,NEUTRAL,['REGISTER'],['SERVICE'],[],[],[],True,False
電子決済できるようにしてほしい。,NEUTRAL,['REGISTER'],['SERVICE'],[],[],[],True,False
無料の袋を入れときますと先に言ってくれた 。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
サービスカウンターの方の対応が早くて助かります 。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
レジの人の対応が感じ良かったです！。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
ペプシ・コーラ1本108円1ケース8本だと800円と店内ポップに書いてありました 1ケース買ったにもかかわらずレシートを見ると864円と打たれてました 64円は返してもらえますか？。,NEGATIVE,['AFTER'],"['PRODUCT', 'SERVICE']","['フード＆ドリンク', 'デイリー']",[],[],True,False
ヤマザキのルバンロールを置いて欲しい。,POSITIVE,['DURING'],['PRODUCT'],['トイ＆バラエティ'],[],[],True,False
レジのSさんよかった 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
結構並んでいたのにレジが2台しかあいてなく、お会計までに時間がかなりかかった 。,NEGATIVE,['REGISTER'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
お寿司が安くて美味しかったです 値上がりするばかりなので色々安いと助かります 。,POSITIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],False,False
クーポンの商品のある場所がわかりにくく　探せなかったり、似た商品があると　パッと見　どれか迷うので　分かりやすくなると　嬉しいです 。,NEUTRAL,['DURING'],['SERVICE'],[],['クーポンと割引'],[],True,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
ドンペンシールのクーポンを保有してレジで買い物をしたら、店員に在庫が切れましたと言われました クーポン保有した分は確保して欲しかったです とても残念でした 。,NEGATIVE,['REGISTER'],['SERVICE'],[],"['店舗の従業員のサービス', 'クーポンと割引']",[],False,False
表示価格が違うことがあるのが困ります 安い時もあるし高い事もあるし高い時は表示価格に下げてくれることがあります なんだか申し訳ないです 。,NEUTRAL,['DURING'],['SERVICE'],[],['クーポンと割引'],[],False,False
商品がたくさんあって、探すのが大変‼️ただ、野菜の新鮮さがあまり無いのか、レタスは溶けかけてあったり、トマトを買いましたが、シワシワになっていたり、全部でないにしても、鮮度のよくない物は、安くして、回転を良くしないと、新しい物が陳列出来ずに、繰り返しになるのでは⁉️ドンキさんで、野菜の割引を見かけた事が無いので、悪くなったら、組替えて出してるの⁉️と、思ってしまいます。,NEUTRAL,['DURING'],"['SERVICE', 'STORE']",[],['クーポンと割引'],['店舗設備とショッピングエリア'],True,False
賞味期限ギリギリでもいいので安くして欲しい。,POSITIVE,['DURING'],['SERVICE'],[],['クーポンと割引'],[],True,False
野菜を安くしてほしいです 。,POSITIVE,['DURING'],['PRODUCT'],['ベジタブル・フルーツ'],[],[],True,False
レジの方は素早い動きで気持ち良い。,POSITIVE,['REGISTER'],['SERVICE'],[],['レジサービス'],[],False,False
店内にカートを置いてほしい。,POSITIVE,['DURING'],['STORE'],[],[],['ショッピングカート'],True,False
飲み物売り場が狭い 。,NEGATIVE,['DURING'],['STORE'],[],[],['アイルサイズ'],False,False
店内外の通路が狭く、子供連れや杖をついた人は買い物籠を持って歩くのは危険だと思う 。,NEGATIVE,['DURING'],['STORE'],[],[],['アイルサイズ'],False,False
9／16夕方17時前後にお買い物をさせて頂きました 欲しい商品が安くて嬉しかったです ついでに色々と購入してレジに並んでいました 私の前に並んでた方がアンパンマンのDVDのような物を購入したところ店員さんがシールを貼る時に一言、アンパンマンのパッケージの邪魔をしない位置に貼っておきますねー！と言っていた事に驚きました 私の番になり生理用品や歯磨き粉を買ったら、無料の見えない袋があるのでそれにまとめて入れておきましょうか？と、笑顔で入れてもらいました 今まで何度も利用していますがその対応をした従業員は初めてでした 必ずそのサービスをして欲しいと言うわけではありませんが、そう言う何気ない配慮のできる従業員がいる事が嬉しく思いますし、安心して買い物ができるなぁ と率直に思いました その従業員の人にこれからもお仕事を続けてくださいね と伝えて欲しいです 。,POSITIVE,['REGISTER'],['SERVICE'],[],['レジサービス'],[],False,False
浜の町店はクーポンの種類が少ないように思います。,NEGATIVE,['DURING'],['SERVICE'],[],['クーポン'],[],True,False
まだ商品の場所が慣れてなくて、何ヶ所か定員さんに尋ねました みなさん商品の場所まで丁寧に案内してくれました 自宅からは多少距離がありますが、定員さんの接客の良さ、商品の安さ、これからはこちらでお買い物します 。,POSITIVE,['DURING'],['SERVICE'],[],['レジサービス'],[],False,False
既に販売してるのを見つけられなかったのかも知れませんが炭酸シャンプーを取り扱って欲しいです 。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],True,False
特にありません 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジ袋が穴が空きやすく再利用できなくてエコじゃない。,NEGATIVE,['REGISTER'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
商品を探すのが楽しい。,POSITIVE,['DURING'],['PRODUCT'],[],[],[],False,False
3ヵ所しかレジが開いてなくて何処も5人位並んでいた 少ししてから他のレジが開いたが もう少し速い対応をしてほしい 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['より迅速な応答'],[],True,False
冷凍塩ホルモン置いてほしいです。,POSITIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],True,False
ジョージアのオリジナル缶コーヒーが無いので置いて欲しい 。,POSITIVE,['DURING'],['PRODUCT'],['フード＆ドリンク'],[],[],True,False
レジの店員さんがとっても優しかったので気持ちよく買い物が出来ました ありがとうございました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員の優しさ'],[],False,False
カートの台数を増やして下さい 。,POSITIVE,['DURING'],['STORE'],[],[],['カートの増加'],True,False
フルグラのクーポンが以前の50円引きになると嬉しいです！。,POSITIVE,['AFTER'],['SERVICE'],[],['クーポン'],[],True,False
よかった。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
値札が見えない商品や付いていない商品が多数あるのが不便です。,NEGATIVE,['DURING'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
書いすぎて台車で運ぶとれじーの女性が出てきて荷物を精算機の横に乗せてくれてうれしです 。,POSITIVE,"['DURING', 'REGISTER']",['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
とても良い。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
いつもありがとうございます新しい仮面ライダーのおもちゃももっとあれば助かります。,POSITIVE,['UNCATEGORIZED'],['PRODUCT'],['トイ＆バラエティ'],[],[],True,False
駐輪場を作ってほしい。,POSITIVE,['UNCATEGORIZED'],['STORE'],[],[],['店舗設備とショッピングエリア'],True,False
ない。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
いつも言ってるけどスタッフ対応態度悪い！。,NEGATIVE,['UNCATEGORIZED'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
当たらなーい 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
品だしの従業員さんまで、あいさつ徹底されていました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
駐車場にゴミやペットボトルが落ちてて、停めにくかった 。,NEGATIVE,['AFTER'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
見ている前にダンポールがつんであったのですが、よけてくれたので、見やすかったです 。,POSITIVE,['DURING'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
以前お店にあった日本製のマスクを扱ってほしい 1000円以下の商品です 。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['デイリーグッズ'],[],[],True,False
女性の店員さんは皆、対応良いです。,POSITIVE,['DURING'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
商品を整列している従業員が通路をふさいでいて通行するのにとても邪魔です 。,NEGATIVE,['DURING'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
商品を探すのが楽しい。,POSITIVE,['DURING'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
買い物をしてドンペンシールを他のクーポンと同じく押してレジに行って精算したのに渡してくれなかったので言ったら、シールは、レジで言ってから押さないとダメだと言われ気が悪い それなら、クーポンと同じ所に入れないで欲しい 話し方が偉そうだったので嫌な気分 普通に言えば良いのに、、、残念。,NEGATIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
レジの人親切で対応が良かったです。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
店員さんの姿を見かけることが少なかった。,NEGATIVE,['DURING'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
箱入りのアイスがどれもイオンやハローズより高い。,NEGATIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],False,False
肉や魚をもっと安くして欲しい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']","['フレッシュミート', 'フレッシュフィッシュ']",[],[],True,False
サプリメント を、安くして欲しい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['ヘルスケア'],[],[],True,False
対応良かった。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
スニーカーの売り場が2箇所もあってうろうろしてしまいました 年配者には難しい 。,NEUTRAL,['DURING'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
特にありません 。,NEUTRAL,['DURING'],['UNCATEGORIZED'],[],[],[],False,False
対応良きでした！。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
牛乳を安くしてほしいです 。,NEGATIVE,['DURING'],"['PRODUCT', 'SERVICE']",['デイリー'],['割引'],[],True,False
クーポンを2個、並びで押したはずが、最初に押したクーポンが反映されず、押す前の状態に戻っていた 店員さんは値引き処理しますと言ってくれましたが、面倒なので20円引きはあきらめました 次回から、クーポン押さなくてもバーコードで自動的に値引きするようにしてください それと、店内の電波状況が悪いのが反映され無かった原因だと思います 電波状況の改善も合わせてお願い致します 。,NEGATIVE,['REGISTER'],"['SERVICE', 'STORE']",[],['割引'],['店舗設備'],True,False
接客は良いです 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
かなりレジが混雑しているのに、レジが2台しか稼働してなくて、待ち時間が長かった また、タバコの配置と番号がわかりにくい IQOSのセンティアクリアシルバーが、他のセンティアの上に置かれていて、番号をと言われても、どの番号を言っていいのかわからない 。,NEGATIVE,['REGISTER'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
従業員の女性(レジ)の対応が良かった。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
雑になりますが、買い物かごに入れる事は可能です と、店員さんが手際よく入れて下さいました 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
クーポン獲得しても商品がない！残念。,NEGATIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],False,False
品出しが追いついていなかったです。,NEGATIVE,['DURING'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
マスク越しで聴こえづらいかもしれないけれど、「えっ？」の聞き返しは、販売員としてはどうかと思いました 9月15日15時頃で新人マークを着けていました 。,NEUTRAL,['DURING'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
レジの担当者が親切、丁寧な対応で良かった‼️。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
全対的に安いから良い!。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],False,False
めぐミルクのアカディを入れて欲しいです。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],True,False
レジの最近よく見るおばさん、声が聞こえなさすぎる はきがないというか… 隣のレジの人は、ちょい若くて、レジも早くハキハキしてた 並ぶとこ間違えた 。,NEUTRAL,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
肉や魚を買ったとき、レジを通したあとビニールに入れてくれる店員さんはいなかった 最近は入れてくれる店員さんがいるので、私的には助かります 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
レジの方の印象がとても良かったです 明るい方で少し待ちましたが、気持ちよくお会計も出来て満足です また来ます！。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
パルムのアイスを買って、すぐに車に戻って食べようとしたら棒が抜けてドロドロだった せっかく楽しみにしていたのに残念 温度管理はどうなっているのか 。,NEGATIVE,['AFTER'],['PRODUCT'],['デイリーグッズ'],[],[],False,False
セルフレジはなかなかなれないです。,NEUTRAL,['DURING'],['STORE'],[],[],['自動レジ'],False,False
何度も表示価格とレジ価格が違うと言わせてもらってます 今日も違いました 情熱価格プリマハム皮なしウインナーが198円と表示されていたので購入させていただきました 今日はその場で気付けず、夜にレシート見たら定価の239円 また違ってたんだ…とショックでした 前に知らない男性がお前のとこは詐欺ばかりやないか！店長呼べと怒鳴っているのを目撃しました こんなに何度も表示価格とレジ価格が違われると本当に詐欺なんじゃないかと思ってしまいます ちゃんとレジの価格を変更してほしいです 宜しくお願い致します 店員さんの対応はいつもよいです 。,NEGATIVE,"['DURING', 'REGISTER']","['STORE', 'SERVICE']",[],['店舗の従業員のサービス'],['ディスプレイ/欠品'],True,False
早朝で空いてたので良かったです。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
携帯アプリをすぐ反応できない新人レジも居る 画面が暗いと、文句を言われた 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['新しい従業員'],['画面が暗い'],False,False
オキシクリーン安くしてほしい。,POSITIVE,['DURING'],['PRODUCT'],['カーライフ'],[],[],True,False
マジカ更新したら使いづらく、バーコード決済もシンプル過ぎて何ですかっとなった 更新しなければ良かったです。,NEGATIVE,['DURING'],['SERVICE'],[],['バーコード決済の簡素さ'],[],False,False
ジャーに入った、皮つきカシューナッツを以前に安く買えて、とても美味しかったので、またぜひお取り扱いお願いいたします！。,POSITIVE,['DURING'],['PRODUCT'],['菓子・珍味'],[],[],True,False
旅行先で、初めて入った店舗ですが、駐車場の入り方がわかりづらかった。,NEUTRAL,['DURING'],['STORE'],[],[],['駐車場'],False,False
栗の安いのが沢山欲しい。,POSITIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],True,False
商品を雑に扱われたので残念でした。,NEGATIVE,['DURING'],['SERVICE'],[],[],[],False,False
米を安くしてほしい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['デイリー'],[],[],True,False
名前を見なかったが！会計時の対応が感じよかった また探していた品物の場所を聞いたら、わざわざその場所まで案内してくれた スタッフの方の接遇が素晴らしいと思いました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],[],False,False
商品の場所を聞いても言葉が分からない外国人が多い 。,NEUTRAL,['DURING'],['SERVICE'],[],['顧客サービス'],[],False,False
9月15日午後3時頃、東海通店とにかくひどかった 。,NEGATIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
丁寧な接客対応。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],[],False,False
鮭の切り身10切れセット、安くて定期購入していたのに無くなってしまって悲しいです……復活して欲しいです。,NEGATIVE,['DURING'],"['PRODUCT', 'REQUEST']",['フレッシュフィッシュ'],[],[],True,False
学生アルバイトが黙々と仕事をしており頑張っているなと思います 。,POSITIVE,['AFTER'],['SERVICE'],[],['顧客サービス'],[],False,False
駐車場割引を他店プラスで受けられることを教えてくれた 感謝です。,POSITIVE,['AFTER'],['SERVICE'],[],['顧客サービス'],[],False,False
需要と供給追いつかないのはわかるけど、できれば品切れをなくしてほしい せっかく買いに来たのにお目当ての物が品切れだと萎えます 。,NEGATIVE,['DURING'],"['STORE', 'REQUEST']",[],[],['ディスプレイ/欠品'],True,False
カゴとカートの片付けしてくれるのは助かります。,POSITIVE,['AFTER'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
アイス高い。,NEGATIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],False,False
次回から従業員さんのお名前見るようにして、感じの良い方発表します 今日の方は、少々ぶっきらぼうでした 。,NEGATIVE,['DURING'],['SERVICE'],[],['従業員の態度'],[],False,False
クーポンが定員オーバーで使えなく、残念だった。,NEGATIVE,['DURING'],['SERVICE'],[],['クーポン'],[],False,False
電子マネーの取り扱いが増えるとうれしいです 。,POSITIVE,['DURING'],['SERVICE'],[],['電子マネー'],[],False,False
テスターと場所と商品の場所がいつも違う！確認するのも大変なので改善して欲しい 。,NEGATIVE,['DURING'],['STORE'],[],[],['ディスプレイ'],True,False
すれ違う店員さんが無愛想でした 深夜で疲れが溜まっていたのでしょう、いつもお店を利用させて頂いているため、忙しくて疲れが抜けていないのだろうなと思い、大変申し訳ない気持ちになりました また利用させて頂きます 。,NEUTRAL,['DURING'],['SERVICE'],[],['従業員の態度'],[],False,False
こちらの確認不足ですが…レジにて、電子マネーは使えません と言われたまではよかったが、会計後にも「IC交通系の電子マネーはご利用出来ません 」と必要以上に言われた感じがする どう思われたか分かりませんが、「申し訳ございません、その電子マネーはご利用出来ません 」だけでよくないですか 丁寧な口調な方でしたが、申し訳ございません などの言葉はなく、なんで知らないの？という感じが見て取れましたので…ちょっと残念です 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['従業員の態度'],[],False,False
2リットルのペットボトル入りの水や緑茶で1本の値段がかなり安い商品が業務スーパーさんやサンデイさんにはあるので、ドン・キホーテさんにもあるといいなと思います 。,POSITIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],True,False
9月1日くらいですが、パルムマルチのクーポン券があったので使おうとしたら、商品が無かったので在庫は置いといてほしい それを目当てで買いに来てるのにないのは困ります 。,NEGATIVE,['DURING'],['SERVICE'],[],['クーポン'],[],True,False
こたにやって人、シュークリームなどバーコードを通したあと、逆さに置くし、雑に重ねるし、潰れる いちいち言わなくてもサービス業でしたら配慮できる事ではないでしょうか？。,NEGATIVE,['DURING'],['SERVICE'],[],['従業員の態度'],[],True,False
アイスの冷凍温度もう少し下げて欲しいです 買ってすぐ食べてるのにすでに溶けてて困ります 毎回です 。,NEGATIVE,['DURING'],['PRODUCT'],['トイ＆バラエティ'],[],[],True,False
特に無い。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
サービスカウンターの対応が丁寧だった。,POSITIVE,['AFTER'],['SERVICE'],[],['顧客サービス'],[],False,False
店内位置替えでわかりにくくなった。,NEGATIVE,['AFTER'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
いつもチーパスの有無を聞いてくれてありがたい。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],[],False,False
サムライウーマンのシリーズ増やして欲しいです 。,POSITIVE,['DURING'],['PRODUCT'],['トイ＆バラエティ'],[],[],True,False
クーポン取得した商品の場所が分かり難い時があります 店員さんに聞きたくても店員さんが見つからず、クーポン利用を諦めてしまう事があります 。,NEGATIVE,"['DURING', 'AFTER']","['SERVICE', 'STORE']",[],['顧客サービス'],['ディスプレイ/欠品'],False,False
有料になってるので、買い物ビニル袋を少し厚いのにしてほしい 角のあるものなどでよく破けるので 。,NEGATIVE,['REGISTER'],['STORE'],[],[],['設備とショッピングエリア'],True,False
満足です 品揃えが豊富で不満はありません 。,POSITIVE,['DURING'],['STORE'],[],[],['設備とショッピングエリア'],False,False
私がいつも飲んでいるお酒が゛安くてしかもオマケ付き ゛と連絡を貰ったから、仕事帰りにかけつけました オマケ（チップスター）が付いてなくてガッカリでした 。,NEGATIVE,['AFTER'],['SERVICE'],[],['クーポンと割引'],[],False,False
ドンキホーテの食品は大きい物が多い 。,NEUTRAL,['DURING'],['PRODUCT'],"['カーライフ', 'トイ＆バラエティ', 'ホームエレクトロニクス', 'スマホパーツ', 'ラブグッズ', 'パーティーグッズ', '理美容家電', 'ホームインテリア', 'ホームグッズ', 'カーペンター＆ツール', 'サイクル', '寝具', 'プロテイン・トレーニング', 'アウトドア', 'フューチャープロダクト', 'デイリーグッズ', 'ヘルスケア', 'ペット＆ガーデン', 'メンズインナー', 'ファッション＆カバン', 'ブランドファッション', 'インポート', 'シューズ', ""women’s and kid's underwear"", 'アロマ', 'コスメ', 'ステーショナリー', 'women’s fashion accessories', 'スキンケア', 'フード＆ドリンク', 'デイリー', 'リカー＆ワイン', 'ギフト', '菓子・珍味', 'デリカ', 'フレッシュミート', 'ベジタブル・フルーツ', 'フレッシュフィッシュ']",[],[],False,False
会計の際、お釣りの五千円札を、千円札に両替してもらいました 。,NEUTRAL,['REGISTER'],['SERVICE'],[],['レジ係'],[],False,False
おいしい牛乳のクーポン復活してください！。,POSITIVE,['AFTER'],"['SERVICE', 'PRODUCT']",['デイリー'],['クーポン'],[],True,False
朝早かったためレジに店員さんがいなかったのですが、しっかりみてくださってるから、大きな声ですぐ行きまーすと言ってもらいました 気持ち良い接客でありがたいし嬉しか。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],[],False,False
一人者の為カット果物などの少量の商品を増やして欲しい できればブドウとか梨とか桃が食べたいのですが一人だとなかなか手を出せないです 。,POSITIVE,['DURING'],['PRODUCT'],['ベジタブル・フルーツ'],[],[],True,False
評判になってたシイタケ美味しくなかった というか私の口に合わなかった 袋が大きくなかなか終わらず、結局煮物に入れました …美味しく頂きました 。,NEUTRAL,['DURING'],['PRODUCT'],['デイリー'],[],[],False,False
いつも丁寧に接客していただいている 。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],[],False,False
トイレが汚い店は全体が汚い トイレの換気扇見てみろ。,NEGATIVE,['UNCATEGORIZED'],['STORE'],[],[],['トイレ'],False,False
トイレを綺麗にしてほしいです。,POSITIVE,['AFTER'],"['SERVICE', 'STORE']",[],['清潔さ'],['トイレ'],True,False
レジ袋が、やぶれやすいです。,NEGATIVE,['REGISTER'],['STORE'],[],[],['袋'],False,False
